,cor_name,market_type,listed_date,offer_price,sicho_p,profit_percent,first_p
707,케이티비스팩3호,kosdaq,20150828,2000,2185,9.25%,2155
708,교보스팩5호,kosdaq,20150827,2000,2300,15%,2190
709,웹스,kosdaq,20150824,7200,11400,58.33%,8000
710,에이제이네트웍스(유가),kospi,20150821,34300,30900,-9.91%,35500
711,현대드림스팩3호,kosdaq,20150821,2000,2000,0%,2165
712,파인텍,kosdaq,20150817,10500,21000,100%,17100
713,교보스팩4호,kosdaq,20150813,2000,3365,68.25%,3150
714,흥국에프엔비,kosdaq,20150807,20000,40000,100%,52000
715,미래에셋스팩4호,kosdaq,20150806,2000,3130,56.5%,4065
716,케이비스팩8호,kosdaq,20150805,2000,2370,18.5%,2345
717,칩스앤미디어,kosdaq,20150805,10500,13700,30.48%,16400
718,아시아경제신문사,kosdaq,20150731,3600,3240,-10%,4210
719,아이쓰리시스템,kosdaq,20150730,36000,63000,75%,58000
720,로지시스,kosdaq,20150729,2500,4180,67.2%,5430
721,엘아이지이에스스팩,kosdaq,20150727,2000,2770,38.5%,2220
722,파마리서치프로덕트,kosdaq,20150724,55000,110000,100%,114500
723,에스케이스팩2호,kosdaq,20150723,2000,2140,7%,2150
724,펩트론,kosdaq,20150722,16000,32000,100%,41600
725,한화에이스스팩2호,kosdaq,20150720,2000,2125,6.25%,2160
726,이노션(유가),kospi,20150717,68000,66500,-2.21%,60500
727,유안타스팩2호,kosdaq,20150717,2000,2125,6.25%,2140
728,키움스팩3호,kosdaq,20150710,2000,2110,5.5%,2115
729,토니모리(유가),kospi,20150710,32000,64000,100%,50500
730,미래에셋생명보험(유가),kospi,20150708,7500,7400,-1.33%,7240
731,골든브릿지스팩3호,kosdaq,20150630,2000,2035,1.75%,2050
732,동운아나텍,kosdaq,20150630,10000,12500,25%,12800
733,유테크,kosdaq,20150630,9000,12550,39.44%,10850
734,엔에이치스팩8호,kosdaq,20150630,2000,2080,4%,2110
735,민앤지,kosdaq,20150630,28000,56000,100%,44850
736,경보제약(유가),kospi,20150629,15000,30000,100%,34250
737,에스엔텍,kosdaq,20150626,6500,10000,53.85%,13000
738,코아스템,kosdaq,20150626,16000,32000,100%,41600
739,이베스트스팩2호,kosdaq,20150626,2000,2020,1%,2055
740,세미콘라이트,kosdaq,20150625,11300,11500,1.77%,14950
741,에스케이디앤디(유가),kospi,20150623,26000,52000,100%,67600
742,베셀,kosdaq,20150619,9000,13400,48.89%,10400
743,대신밸런스스팩1호,kosdaq,20150618,2000,2025,1.25%,2015
744,하나머스트스팩5호,kosdaq,20150618,2000,2025,1.25%,2030
745,싸이맥스,kosdaq,20150617,16300,15200,-6.75%,14000
746,하이스팩3호,kosdaq,20150616,2000,2020,1%,2020
747,픽셀플러스,kosdaq,20150612,30000,27000,-10%,29000
748,엔에이치스팩7호,kosdaq,20150612,2000,2130,6.5%,2125
749,한화에이씨피씨스팩,kosdaq,20150610,2000,2155,7.75%,2120
750,제노포커스,kosdaq,20150529,11000,22000,100%,25300
751,미래에셋스팩3호,kosdaq,20150522,2000,2255,12.75%,2230
752,대우스팩3호,kosdaq,20150519,2000,2600,30%,2400
753,한화엠지아이스팩,kosdaq,20150518,2000,2900,45%,2465
754,대우에스비아이스팩1호,kosdaq,20150513,2000,2365,18.25%,-
755,엔에이치스팩5호,kosdaq,20150508,2000,2250,12.5%,2230
756,유진에이씨피씨스팩2호,kosdaq,20150428,2000,2315,15.75%,-
757,하나머스트스팩4호,kosdaq,20150422,2000,3010,50.5%,2560
758,한화에이스스팩1호,kosdaq,20150420,2000,2245,12.25%,-
759,유지인트,kosdaq,20150413,15000,29150,94.33%,24800
760,케이티비스팩2호,kosdaq,20150403,2000,2150,7.5%,2170
761,NS쇼핑(구.농수산홈쇼핑)(유가),kospi,20150327,235000,211500,-10%,215500
762,케이비스팩7호,kosdaq,20150325,2000,2260,13%,2310
763,세화아이엠씨(유가),kospi,20150319,16300,18100,11.04%,16500
764,포시에스,kosdaq,20150211,9100,15500,70.33%,16000
765,골든브릿지스팩2호,kosdaq,20150205,2000,2220,11%,2165
766,현대드림스팩2호,kosdaq,20141229,2000,1995,-0.25%,1995
767,케이비스팩6호,kosdaq,20141229,2000,2030,1.5%,2105
768,국일신동,kosdaq,20141229,1700,3225,89.71%,2745
769,영백씨엠,kosdaq,20141229,5500,11000,100%,9510
770,NH스팩2호,kosdaq,20141229,2000,2015,0.75%,2000
771,하이셈,kosdaq,20141226,1500,2610,74%,2220
772,휴메딕스,kosdaq,20141226,28000,43600,55.71%,39200
773,서전기전,kosdaq,20141224,6500,8000,23.08%,9200
774,교보스팩3호,kosdaq,20141224,2000,2005,0.25%,2010
775,오킨스전자,kosdaq,20141224,7100,11000,54.93%,12650
776,하나머스트스팩3호,kosdaq,20141224,2000,2015,0.75%,2010
777,아스트,kosdaq,20141224,9500,8550,-10%,9000
778,케이비스팩5호,kosdaq,20141224,2000,2000,0%,2000
779,넥스트엔터테인먼트월드,kosdaq,20141223,16300,15800,-3.07%,18150
780,아이티센,kosdaq,20141223,7500,8460,12.8%,8770
781,제일모직(구.삼성에버랜드)(유가),kospi,20141218,53000,106000,100%,113000
782,하이로닉,kosdaq,20141217,51000,63800,25.1%,73300
783,하나머스트스팩2호,kosdaq,20141217,2000,2000,0%,2000
784,우리에스엘스팩,kosdaq,20141217,2000,2000,0%,2010
785,디티앤씨(구.디지털이엠씨),kosdaq,20141217,18500,30000,62.16%,26050
786,엘아이지스팩2호,kosdaq,20141217,2000,2015,0.75%,2015
787,녹십자엠에스,kosdaq,20141217,6000,9000,50%,10350
788,랩지노믹스,kosdaq,20141216,13200,16650,26.14%,14250
789,에이디테크놀로지,kosdaq,20141216,15000,13500,-10%,14000
790,비씨월드제약,kosdaq,20141215,15700,18100,15.29%,17550
791,동부스팩2호,kosdaq,20141212,2000,2010,0.5%,2
792,알테오젠,kosdaq,20141212,26000,25150,-3.27%,21500
793,한국스팩2호,kosdaq,20141210,2000,2015,0.75%,2005
794,에스케이씨코오롱피아이,kosdaq,20141208,8000,7800,-2.5%,7580
795,대창스틸,kosdaq,20141205,2500,3605,44.2%,4145
796,에프엔씨엔터테인먼트,kosdaq,20141204,28000,25200,-10%,27600
797,하이스팩2호,kosdaq,20141201,2000,2010,0.5%,2015
798,씨에스윈드(유가),kospi,20141127,43500,39150,-10%,33300
799,케이티비스팩1호,kosdaq,20141124,2000,2030,1.5%,2025
800,텔콘,kosdaq,20141124,14500,13800,-4.83%,11750
801,파티게임즈,kosdaq,20141121,13000,26000,100%,29900
802,IBKS스팩2호,kosdaq,20141120,2000,2030,1.5%,2015
803,유안타스팩1호,kosdaq,20141119,2000,2045,2.25%,2055
804,디에이테크놀로지,kosdaq,20141119,6600,7800,18.18%,6630
805,삼성SDS(유가),kospi,20141114,190000,380000,100%,327500
806,케이비스팩4호,kosdaq,20141112,2000,2080,4%,2025
807,현대에이블스팩1호,kosdaq,20141110,2000,3500,75%,2975
808,교보위드스팩,kosdaq,20141107,2000,2250,12.5%,2585
809,테고사이언스,kosdaq,20141106,13500,27000,100%,31050
810,슈피겐코리아,kosdaq,20141105,27500,37100,34.91%,42650
811,테라셈,kosdaq,20141030,3000,3200,6.67%,2745
812,영우디에스피,kosdaq,20141029,5000,5500,10%,6320
813,대우스팩2호,kosdaq,20141022,2000,2005,0.25%,-
814,신한스팩2호,kosdaq,20141013,2000,1990,-0.5%,1995
815,메디아나,kosdaq,20141007,6200,6370,2.74%,5850
816,데브시스터즈,kosdaq,20141006,53000,71000,33.96%,61000
817,KB스팩3호,kosdaq,20140930,2000,2045,2.25%,-
818,감마누,kosdaq,20140814,11000,22000,100%,18700
819,우리스팩3호,kosdaq,20140813,2000,2150,7.5%,2085
820,신화콘텍,kosdaq,20140808,9100,8190,-10%,7100
821,쿠쿠전자(유가),kospi,20140806,104000,180000,73.08%,207000
822,파버나인,kosdaq,20140804,12500,12300,-1.6%,12000
823,덕신하우징,kosdaq,20140801,13000,21650,66.54%,20950
824,창해에탄올,kosdaq,20140730,8300,16600,100%,14600
825,윈하이텍,kosdaq,20140725,8300,13300,60.24%,15250
826,아진엑스텍,kosdaq,20140724,7000,7900,12.86%,7060
827,미래에셋스팩2호,kosdaq,20140723,2000,2110,5.5%,2160
828,화인베스틸(유가),kospi,20140722,4700,4490,-4.47%,5160
829,트루윈,kosdaq,20140711,10500,17000,61.9%,14450
830,하나머스트스팩,kosdaq,20140610,2000,2330,16.5%,2675
831,캐스텍코리아,kosdaq,20140527,6500,11500,76.92%,9800
832,BGF리테일(구.보광훼미리마트)(유가),kospi,20140519,41000,57000,39.02%,55200
833,유진스팩1호,kosdaq,20140508,2000,2090,4.5%,2065
834,KB스팩2호,kosdaq,20140428,2000,2075,3.75%,2145
835,오이솔루션,kosdaq,20140227,10000,20000,100%,23000
836,인터파크INT,kosdaq,20140206,7700,15400,100%,17700
837,한국정보인증,kosdaq,20140204,1800,2900,61.11%,3335
838,솔루에타,kosdaq,20131227,24000,21600,-10%,22750
839,이지웰페어,kosdaq,20131227,4400,7000,59.09%,8050
840,키움제2호스팩,kosdaq,20131220,2000,2020,1%,1980
841,기가레인(구.맥시스),kosdaq,20131219,5500,4950,-10%,4280
842,인트로메딕,kosdaq,20131219,6000,6700,11.67%,5700
843,알티캐스트,kosdaq,20131206,8500,8500,0%,7940
844,현대공업,kosdaq,20131204,7500,8850,18%,7610
845,엔브이에이치코리아,kosdaq,20131203,4500,4440,-1.33%,4300
846,디엠티,kosdaq,20131126,5700,5210,-8.6%,5990
847,우리기업인수목적2호,kosdaq,20131121,2000,2005,0.25%,1970
848,신송홀딩스,kosdaq,20131121,6500,10900,67.69%,10100
849,라이온켐텍,kosdaq,20131119,12500,14200,13.6%,16050
850,램테크놀러지,kosdaq,20131118,3900,6250,60.26%,5320
851,미동전자통신,kosdaq,20131113,20000,19400,-3%,16500
852,에이씨티,kosdaq,20131108,8100,12000,48.15%,10200
853,해성옵틱스,kosdaq,20131106,6600,7800,18.18%,6850
854,내츄럴엔도텍,kosdaq,20131031,40000,80000,100%,84700
855,현대로템(유가),kospi,20131030,23000,33700,46.52%,38750
856,테스나,kosdaq,20131022,13500,15300,13.33%,13050
857,파수닷컴,kosdaq,20131018,5800,6000,3.45%,6900
858,엘티씨,kosdaq,20131008,20500,25000,21.95%,21250
859,지엔씨에너지,kosdaq,20131002,6000,12000,100%,13800
860,아미코젠,kosdaq,20130912,25000,50000,100%,57500
861,금호N.T,kosdaq,20130802,3100,6200,100%,7130
862,파이오링크,kosdaq,20130801,10500,18500,76.19%,15750
863,KG이티에스,kosdaq,20130724,3800,4000,5.26%,4600
864,나스미디어,kosdaq,20130717,8800,15050,71.02%,15350
865,엑세스바이오,kosdaq,20130530,4500,9000,100%,10350
866,디에스알(유가),kospi,20130515,4000,5000,25%,5750
867,레고켐바이오사이언스,kosdaq,20130510,15500,19900,28.39%,17500
868,삼목강업,kosdaq,20130430,2600,3440,32.31%,3955
869,세호로보트,kosdaq,20130403,7800,14000,79.49%,13050
870,윈팩,kosdaq,20130307,4000,4050,1.25%,4340
871,코렌텍,kosdaq,20130305,16000,15950,-0.31%,15550
872,제로투세븐,kosdaq,20130219,8300,13050,57.23%,12000
873,지디,kosdaq,20130213,18000,25150,39.72%,26200
874,아이원스,kosdaq,20130207,4500,5500,22.22%,5200
875,우리이앤엘,kosdaq,20130205,4900,4410,-10%,4790
876,아이센스,kosdaq,20130130,19000,29200,53.68%,25950
877,포티스,kosdaq,20130129,3900,5700,46.15%,6550
878,씨에스엘쏠라,kosdaq,20121227,10000,12500,25%,11700
879,SBIAXES(구.AXES홀딩스),kosdaq,20121217,3600,3240,-10%,3725
880,우리로광통신,kosdaq,20121127,10300,9270,-10%,8360
881,디젠스,kosdaq,20121122,1800,2800,55.56%,2380
882,GMB코리아(유가),kospi,20121120,6000,5990,-0.17%,5810
883,맥스로텍,kosdaq,20121116,7000,10650,52.14%,9100
884,와이엠씨,kosdaq,20121115,6000,7090,18.17%,6030
885,CJ헬로비전(유가),kospi,20121109,16000,15100,-5.63%,15500
886,아바텍,kosdaq,20121106,6300,10500,66.67%,12050
887,코이즈,kosdaq,20120927,7500,9000,20%,9050
888,모다정보통신,kosdaq,20120925,7000,8900,27.14%,7570
889,나노스,kosdaq,20120802,7000,9280,32.57%,10650
890,에이제이렌터카(구.아주오토렌탈)(유가),kospi,20120727,7000,6460,-7.71%,6160
891,우양에이치씨,kosdaq,20120726,5500,4950,-10%,5170
892,엠씨넥스,kosdaq,20120725,15000,13500,-10%,11500
893,네이블커뮤니케이션즈,kosdaq,20120719,9000,9920,10.22%,8730
894,디지탈옵틱,kosdaq,20120713,11500,10900,-5.22%,12500
895,피엔티,kosdaq,20120706,17000,22300,31.18%,19400
896,사조씨푸드(유가),kospi,20120629,10600,10000,-5.66%,8910
897,비아트론,kosdaq,20120504,15900,25500,60.38%,21700
898,에스비아이모기지,kosdaq,20120430,7000,6300,-10%,5360
899,코오롱패션머티리얼(유가),kospi,20120405,14500,20000,37.93%,23000
900,빛샘전자,kosdaq,20120321,4400,8800,100%,10100
901,휴비스(유가),kospi,20120223,12200,12250,0.41%,11550
902,사람인에이치알,kosdaq,20120221,5000,10000,100%,11500
903,뉴로스,kosdaq,20120215,8500,13600,60%,12500
904,남화토건,kosdaq,20120131,3000,4000,33.33%,4290
905,케이탑리츠,kosdaq,20120131,5500,5550,0.91%,5130
906,동아팜텍,kosdaq,20120120,24000,35000,45.83%,29750
907,원익머트리얼즈,kosdaq,20111228,27000,40000,48.15%,38500
908,디엔에이링크,kosdaq,20111226,7700,15400,100%,17700
909,GS리테일(지에스리테일)(유가),kospi,20111223,19500,19500,0%,22400
910,나이스디앤비,kosdaq,20111222,1700,2450,44.12%,2815
911,시큐브,kosdaq,20111221,4900,4410,-10%,5070
912,서암기계공업,kosdaq,20111219,3800,4000,5.26%,3400
913,인터지스(유가),kospi,20111216,10000,9000,-10%,-
914,씨유메디칼시스템,kosdaq,20111215,12000,16000,33.33%,18400
915,사파이어테크놀로지,kosdaq,20111205,65000,58500,-10%,49800
916,넥스트리밍,kosdaq,20111202,6000,5400,-10%,6210
917,티브이로직,kosdaq,20111201,12000,10850,-9.58%,1530
918,에스에프씨,kosdaq,20111130,14000,12600,-10%,10750
919,신진에스엠,kosdaq,20111128,15000,15000,0%,13300
920,이엠넷,kosdaq,20111125,6400,11400,78.13%,9700
921,와이지엔터테인먼트,kosdaq,20111123,34000,68000,100%,78200
922,쎄미시스코,kosdaq,20111118,9500,11100,16.84%,9900
923,아이테스트,kosdaq,20111111,2400,2690,12.08%,-
924,테크윙,kosdaq,20111110,23000,30000,30.43%,25500
925,신흥기계,kosdaq,20111108,8500,16000,88.24%,17100
926,씨큐브,kosdaq,20111108,5750,7000,21.74%,6140
927,씨엔플러스,kosdaq,20111102,11500,15200,32.17%,14100
928,테라세미콘,kosdaq,20111101,13500,23800,76.3%,24000
929,케이맥,kosdaq,20111025,14500,24750,70.69%,28450
930,로보스타,kosdaq,20111017,5800,7800,34.48%,8970
931,넥솔론(유가),kospi,20111014,4000,6000,50%,5200
932,대한과학,kosdaq,20111011,3000,5010,67%,5760
933,피앤이솔루션,kosdaq,20110927,8000,8110,1.38%,7070
934,화진,kosdaq,20110810,4300,6330,47.21%,5390
935,제이씨케미칼,kosdaq,20110808,7200,10300,43.06%,8800
936,아이씨디,kosdaq,20110805,34000,62800,84.71%,72200
937,제닉,kosdaq,20110803,22000,35600,61.82%,40900
938,경봉,kosdaq,20110729,7100,10900,53.52%,9300
939,삼원강재(유가),kospi,20110722,4000,8000,100%,9200
940,상아프론테크,kosdaq,20110721,6000,7680,28%,6700
941,신세계인터내셔날(유가),kospi,20110714,65000,103000,58.46%,118000
942,나이벡,kosdaq,20110713,10000,15000,50%,12750
943,옵티시스,kosdaq,20110712,7600,11000,44.74%,12100
944,대양전기공업,kosdaq,20110708,9000,11200,24.44%,9550
945,한국항공우주산업(유가),kospi,20110630,15500,19300,24.52%,22150
946,하이마트(유가),kospi,20110629,59000,53100,-10%,57000
947,탑금속,kosdaq,20110624,6500,8120,24.92%,8750
948,엠케이트렌드(유가),kospi,20110621,11000,15500,40.91%,13200
949,쓰리피시스템,kosdaq,20110617,5800,5800,0%,4930
950,코오롱플라스틱(유가),kospi,20110615,4300,6900,60.47%,7150
951,리켐,kosdaq,20110614,14000,18200,30%,20900
952,넥스트아이,kosdaq,20110614,10000,9000,-10%,7740
953,완리인터내셔널홀딩스,kosdaq,20110613,4100,3850,-6.1%,3275
954,KT스카이라이프(유가),kospi,20110603,17000,17500,2.94%,20100
955,엘티에스,kosdaq,20110602,34000,30600,-10%,30200
956,세아특수강(유가),kospi,20110601,28000,32500,16.07%,37350
957,케이엠에이치,kosdaq,20110525,9500,8550,-10%,7270
958,골프존,kosdaq,20110520,85000,94400,11.06%,85500
959,한국종합기술(유가),kospi,20110428,7100,9300,30.99%,7910
960,이퓨쳐,kosdaq,20110427,6400,12800,100%,10900
961,티케이케미칼,kosdaq,20110426,5000,4850,-3%,5570
962,일진머티리얼즈(유가),kospi,20110304,15800,15300,-3.16%,14100
963,부스타,kosdaq,20110223,4200,3780,-10%,4345
964,현대위아(유가),kospi,20110221,65000,76500,17.69%,70200
965,나노신소재,kosdaq,20110209,17000,17550,3.24%,14950
966,케이아이엔엑스,kosdaq,20110208,8000,8000,0%,6950
967,티피씨,kosdaq,20110208,5200,7000,34.62%,5950
968,엘비세미콘,kosdaq,20110131,4700,4650,-1.06%,4550
969,제이엔케이히터,kosdaq,20110131,13600,12250,-9.93%,14050
970,딜리,kosdaq,20110131,8000,7600,-5%,8740
971,블루콤,kosdaq,20110126,12000,18850,57.08%,16050
972,인트론바이오테크놀로지,kosdaq,20110126,6100,12200,100%,10400
973,중국고섬공고(유가),kospi,20110125,7000,6300,-10%,5900
974,씨그널정보통신,kosdaq,20110124,8500,17000,100%,14450
975,다나와,kosdaq,20110124,14000,25800,84.29%,21950
976,인텍플러스,kosdaq,20110105,7000,14000,100%,16100
977,티에스이,kosdaq,20110105,45000,66600,48%,76500
978,KB게임(KB스팩),kosdaq,20110105,2500,2700,8%,3105
979,두산엔진(유가),kospi,20110104,19300,22350,15.8%,25700
980,액트,kosdaq,20101227,2700,2430,-10%,2790
981,대구도시가스(유가),kospi,20101224,5400,5560,2.96%,6390
982,현대HCN(유가),kospi,20101223,3800,3420,-10%,3600
983,IBKS스마트스팩,kosdaq,20101222,1000,990,-1%,998
984,대정화금,kosdaq,20101220,9200,13100,42.39%,13800
985,케이티스(구.한국인포서비스)(유가),kospi,20101217,2700,2920,8.15%,2635
986,한전산업개발(유가),kospi,20101216,5500,5490,-0.18%,5060
987,동부티에스블랙펄스팩,kosdaq,20101208,2000,1970,-1.5%,1970
988,하이제1호스팩,kosdaq,20101203,4000,4060,1.5%,4010
989,세우테크,kosdaq,20101201,5500,6500,18.18%,7470
990,코라오홀딩스(유가),kospi,20101130,4800,7300,52.08%,6210
991,대구방송,kosdaq,20101129,7500,7100,-5.33%,8160
992,케이티롤,kosdaq,20101126,6800,8210,20.74%,9440
993,시그네틱스,kosdaq,20101126,2600,2700,3.85%,2460
994,한국전자인증,kosdaq,20101119,1600,1800,12.5%,2070
995,코프라,kosdaq,20101112,7000,14000,100%,11950
996,디케이락,kosdaq,20101112,7500,7480,-0.27%,6460
997,하나그린스팩1호,kosdaq,20101110,4000,4210,5.25%,4220
998,아나패스,kosdaq,20101105,52000,54400,4.62%,62500
999,삼본정밀전자,kosdaq,20101105,8800,9300,5.68%,8600
1000,케이엔엔,kosdaq,20101103,9000,8800,-2.22%,8270
1001,부국퓨쳐스타즈스팩,kosdaq,20101029,2000,2300,15%,2305
1002,아이텍반도체,kosdaq,20101026,9100,9150,0.55%,8000
1003,누리플랜,kosdaq,20101026,5500,8400,52.73%,7800
1004,인화정공,kosdaq,20101022,26000,30200,16.15%,25700
1005,코렌,kosdaq,20101022,5800,6300,8.62%,5860
1006,아이씨코리아,kosdaq,20101019,2800,4500,60.71%,4740
1007,키움제1호스팩,kosdaq,20101005,2000,2100,5%,1985
1008,휠라코리아(유가),kospi,20100928,35000,70000,100%,68700
1009,포메탈,kosdaq,20100917,6000,5710,-4.83%,6560
1010,알파칩스,kosdaq,20100917,12000,15500,29.17%,16550
1011,케이티씨에스(구.한국인포데이타(유가),kospi,20100916,2600,3055,17.5%,2600
1012,성융광전투자,kosdaq,20100915,2800,2920,4.29%,2810
1013,다원시스,kosdaq,20100914,11000,11300,2.73%,12950
1014,현대홈쇼핑(유가),kospi,20100913,90000,124500,38.33%,130500
1015,이트레이드1호스팩,kosdaq,20100910,2000,2005,0.25%,1995
1016,씨젠,kosdaq,20100910,30500,27450,-10%,31550
1017,와이솔,kosdaq,20100910,8000,7200,-10%,8280
1018,에이치엠씨아이비1호스팩,kosdaq,20100831,2000,2120,6%,2145
1019,교보케이티비스팩,kosdaq,20100827,4000,3950,-1.25%,3950
1020,에스비아이앤솔로몬드림스팩,kosdaq,20100824,1250,1235,-1.2%,1220
1021,대신증권그로쓰알파,kosdaq,20100824,2000,1990,-0.5%,1975
1022,한국투자신성장1호스팩,kosdaq,20100824,2200,2210,0.45%,2200
1023,도화종합기술공사(유가),kospi,20100812,22000,19800,-10%,16900
1024,엠에스오토텍,kosdaq,20100806,5500,11000,100%,9350
1025,이글루시큐리티,kosdaq,20100804,14000,12600,-10%,10750
1026,아이마켓코리아(유가),kospi,20100730,15300,22100,44.44%,25400
1027,인터로조,kosdaq,20100728,12000,10800,-10%,9200
1028,하이텍팜,kosdaq,20100728,11500,16200,40.87%,13800
1029,우진(유가),kospi,20100726,15000,30000,100%,34500
1030,웨이포트(홍콩),kosdaq,20100723,1400,1395,-0.36%,1190
1031,크루셜텍,kosdaq,20100721,23500,31900,35.74%,27150
1032,에스디시스템,kosdaq,20100716,14800,17500,18.24%,20100
1033,한화스팩1호,kosdaq,20100709,5000,4960,-0.8%,4985
1034,신영증권스팩1호,kosdaq,20100702,1000,1065,6.5%,1005
1035,웅진에너지(유가),kospi,20100630,9500,12000,26.32%,13800
1036,유비벨록스,kosdaq,20100618,11000,12250,11.36%,12800
1037,처음앤씨,kosdaq,20100618,13000,12100,-6.92%,13900
1038,케이엔디티앤아이,kosdaq,20100615,8500,11000,29.41%,9350
1039,히든챔피언제1호스팩,kosdaq,20100611,2000,1960,-2%,1900
1040,이연제약(유가),kospi,20100610,16500,16500,0%,14050
1041,솔라시아,kosdaq,20100609,5000,9500,90%,8080
1042,실리콘웍스,kosdaq,20100608,67000,66900,-0.15%,70900
1043,투비소프트,kosdaq,20100601,8000,16000,100%,18400
1044,인피니트헬스케어(구.인피니트테,kosdaq,20100526,5200,5940,14.23%,5050
1045,신한제1호스팩,kosdaq,20100525,5000,4500,-10%,4450
1046,모바일리더,kosdaq,20100525,15000,21000,40%,18900
1047,만도(유가),kospi,20100519,83000,97000,16.87%,111500
1048,삼성생명(유가),kospi,20100512,110000,119500,8.64%,114000
1049,우리스팩1호(유가),kospi,20100511,10000,10500,5%,10050
1050,동아체육용품유한공사,kosdaq,20100423,5000,4500,-10%,3825
1051,뉴프라이드,kosdaq,20100421,7500,15000,100%,12750
1052,케이씨에스,kosdaq,20100414,1600,3200,100%,3680
1053,차이나킹하이웨이,kosdaq,20100331,3700,4100,10.81%,3485
1054,디지탈아리아,kosdaq,20100326,11000,22000,100%,25300
1055,동양밸류오션SPAC(유가),kospi,20100325,10000,15000,50%,12750
1056,현대드림투게더,kosdaq,20100319,6000,6800,13.33%,7820
1057,대한생명보험(유가),kospi,20100317,8200,8700,6.1%,8850
1058,미래에셋스팩1호,kosdaq,20100312,1500,1540,2.67%,1770
1059,대우증권그린코리아SPAC(유가),kospi,20100303,3500,3705,5.86%,3550
