range,name,type,day,gongmo_p,sicho_p,count,quarter,year,총점,카운트,Quater_per
778,컴퍼니케이파트너스,kosdaq,2019-05-23,4500,8200,1,2,2019,0,2,1.0
779,수젠텍,kosdaq,2019-05-28,12000,11150,-1,2,2019,-1,3,1.0
780,마이크로디지탈,kosdaq,2019-06-05,23000,41050,1,2,2019,0,4,1.0
781,까스텔바쟉,kosdaq,2019-06-10,12000,17000,1,2,2019,1,5,1.0
782,압타바이오,kosdaq,2019-06-12,30000,50200,1,2,2019,2,6,1.0
783,에이에프더블류,kosdaq,2019-07-01,22500,28000,1,3,2019,1,1,0.333
784,펌텍코리아,kosdaq,2019-07-04,190000,171000,-1,3,2019,0,2,0.333
785,아이스크림에듀,kosdaq,2019-07-11,15900,14350,-1,3,2019,-1,3,0.333
786,세틀뱅크,kosdaq,2019-07-12,55000,49500,-1,3,2019,-2,4,0.333
787,플리토,kosdaq,2019-07-17,26000,31600,1,3,2019,-1,5,0.333
788,에이스토리,kosdaq,2019-07-19,14300,12900,-1,3,2019,-2,6,0.333
789,대모(구.대모엔지니어링),kosdaq,2019-07-24,5200,8710,1,3,2019,-1,7,0.333
790,윌링스,kosdaq,2019-07-25,12500,22800,1,3,2019,0,8,0.333
791,세경하이테크,kosdaq,2019-07-30,35000,33250,-1,3,2019,-1,9,0.333
792,한국바이오젠,kosdaq,2019-08-01,6000,12000,1,3,2019,0,10,0.333
793,슈프리마아이디,kosdaq,2019-08-01,27000,34750,1,3,2019,1,11,0.333
794,덕산테코피아,kosdaq,2019-08-02,19000,17100,-1,3,2019,0,12,0.333
795,코윈테크,kosdaq,2019-08-05,34500,31050,-1,3,2019,-1,13,0.333
796,그린플러스,kosdaq,2019-08-07,10000,11150,1,3,2019,0,14,0.333
797,레이,kosdaq,2019-08-08,20000,25150,1,3,2019,1,15,0.333
798,에스피시스템스,kosdaq,2019-08-14,4900,9800,1,3,2019,2,16,0.333
799,나노브릭,kosdaq,2019-08-19,16000,14400,-1,3,2019,1,17,0.333
800,마니커에프앤지,kosdaq,2019-08-20,4000,8000,1,3,2019,2,18,0.333
801,네오크레마,kosdaq,2019-08-22,8000,9530,1,3,2019,3,19,0.333
802,한독크린텍,kosdaq,2019-09-05,15100,24500,1,3,2019,4,20,0.333
803,라닉스,kosdaq,2019-09-18,6000,7100,1,3,2019,5,21,0.333
804,올리패스,kosdaq,2019-09-20,20000,30600,1,3,2019,6,22,0.333
805,녹십자웰빙,kosdaq,2019-10-14,11300,11900,1,4,2019,1,1,0.273
806,아톤,kosdaq,2019-10-17,43000,46050,1,4,2019,2,2,0.273
807,라온피플,kosdaq,2019-10-18,14000,13300,-1,4,2019,1,3,0.273
808,팜스빌,kosdaq,2019-10-22,14000,16800,1,4,2019,2,4,0.273
809,엔바이오니아,kosdaq,2019-10-24,8200,10700,1,4,2019,3,5,0.273
810,케이엔제이,kosdaq,2019-10-25,11000,15700,1,4,2019,4,6,0.273
811,캐리소프트,kosdaq,2019-10-29,9000,12100,1,4,2019,5,7,0.273
812,지누스(유가),kospi,2019-10-30,70000,73500,1,4,2019,6,8,0.273
813,티라유텍,kosdaq,2019-10-31,12050,24100,1,4,2019,7,9,0.273
814,미디어젠,kosdaq,2019-11-05,10600,11250,1,4,2019,8,10,0.273
815,자이에스앤디(유가),kospi,2019-11-06,5200,6650,1,4,2019,9,11,0.273
816,아이티엠반도체,kosdaq,2019-11-07,26000,26750,1,4,2019,10,12,0.273
817,라파스,kosdaq,2019-11-11,20000,19950,-1,4,2019,9,13,0.273
818,한화시스템(유가),kospi,2019-11-13,12250,11600,-1,4,2019,8,14,0.273
819,제테마,kosdaq,2019-11-14,21000,20100,-1,4,2019,7,15,0.273
820,에스제이그룹,kosdaq,2019-11-18,38600,43500,1,4,2019,8,16,0.273
821,현대에너지솔루션(유가),kospi,2019-11-19,18000,18200,1,4,2019,9,17,0.273
822,우양,kosdaq,2019-11-20,4200,6060,1,4,2019,10,18,0.273
823,코리아에셋투자증권,kosdaq,2019-11-20,10000,9900,-1,4,2019,9,19,0.273
824,씨에스베어링,kosdaq,2019-11-21,8400,8400,-1,4,2019,8,20,0.273
825,티움바이오,kosdaq,2019-11-22,12000,11800,-1,4,2019,7,21,0.273
826,센트랄모텍(유가),kospi,2019-11-25,6000,7650,1,4,2019,8,22,0.273
827,노터스,kosdaq,2019-11-27,20000,29750,1,4,2019,9,23,0.273
828,코리아센터,kosdaq,2019-11-29,18000,23000,1,4,2019,10,24,0.273
829,리메드,kosdaq,2019-12-06,13000,14100,1,4,2019,11,25,0.273
830,태웅로직스,kosdaq,2019-12-10,4500,8170,1,4,2019,12,26,0.273
831,제이엘케이인스펙션,kosdaq,2019-12-11,9000,8500,-1,4,2019,11,27,0.273
832,신테카바이오,kosdaq,2019-12-17,12000,14950,1,4,2019,12,28,0.273
833,메드팩토,kosdaq,2019-12-19,40000,40000,-1,4,2019,11,29,0.273
834,브릿지바이오테라퓨틱스,kosdaq,2019-12-20,60000,62400,1,4,2019,12,30,0.273
835,메탈라이프,kosdaq,2019-12-24,13000,26000,1,4,2019,13,31,0.273
836,천랩,kosdaq,2019-12-26,40000,42950,1,4,2019,14,32,0.273
837,피피아이,kosdaq,2019-12-26,7000,11000,1,4,2019,15,33,0.273
838,위세아이텍,kosdaq,2020-02-10,12000,13900,1,1,2020,1,1,0.455
839,서남,kosdaq,2020-02-20,3100,3900,1,1,2020,2,2,0.455
840,레몬,kosdaq,2020-02-28,7200,8620,1,1,2020,3,3,0.455
841,켄코아에어로스페이스,kosdaq,2020-03-03,10000,11500,1,1,2020,4,4,0.455
842,제이앤티씨,kosdaq,2020-03-04,11000,10200,-1,1,2020,3,5,0.455
843,서울바이오시스,kosdaq,2020-03-06,7500,13000,1,1,2020,4,6,0.455
844,플레이디,kosdaq,2020-03-12,8500,11250,1,1,2020,5,7,0.455
845,엔피디,kosdaq,2020-03-16,5400,4860,-1,1,2020,4,8,0.455
846,드림씨아이에스,kosdaq,2020-05-22,14900,28000,1,2,2020,1,1,0.5
847,에스씨엠생명과학,kosdaq,2020-06-17,17000,29500,1,2,2020,2,2,0.5
848,엘이티,kosdaq,2020-06-22,7800,15600,1,2,2020,3,3,0.5
849,젠큐릭스,kosdaq,2020-06-25,22700,25100,1,2,2020,4,4,0.5
850,마크로밀엠브레인,kosdaq,2020-07-01,6800,13600,1,3,2020,1,1,1.0
851,SK바이오팜(유가),kospi,2020-07-02,49000,98000,1,3,2020,2,2,1.0
852,위더스제약,kosdaq,2020-07-03,15900,31800,1,3,2020,3,3,1.0
853,신도기연,kosdaq,2020-07-06,16000,32000,1,3,2020,4,4,1.0
854,소마젠,kosdaq,2020-07-13,11000,11650,1,3,2020,5,5,1.0
855,에이프로,kosdaq,2020-07-16,21600,43200,1,3,2020,6,6,1.0
856,티에스아이,kosdaq,2020-07-22,10000,20000,1,3,2020,7,7,1.0
857,솔트룩스,kosdaq,2020-07-23,25000,40000,1,3,2020,8,8,1.0
858,제놀루션,kosdaq,2020-07-24,14000,28000,1,3,2020,9,9,1.0
859,더네이쳐홀딩스,kosdaq,2020-07-27,46000,41400,-1,3,2020,8,10,1.0
860,엠투아이,kosdaq,2020-07-29,15600,18850,1,3,2020,9,11,1.0
861,이엔드디,kosdaq,2020-07-30,14400,18200,1,3,2020,10,12,1.0
862,와이팜,kosdaq,2020-07-31,11000,15550,1,3,2020,11,13,1.0
863,이루다,kosdaq,2020-08-06,9000,18000,1,3,2020,12,14,1.0
864,한국파마,kosdaq,2020-08-10,9000,18000,1,3,2020,13,15,1.0
865,영림원소프트랩,kosdaq,2020-08-12,11500,17600,1,3,2020,14,16,1.0
866,브랜드엑스코퍼레이션,kosdaq,2020-08-13,13000,12900,-1,3,2020,13,17,1.0
867,미투젠,kosdaq,2020-08-18,27000,29100,1,3,2020,14,18,1.0
868,셀레믹스,kosdaq,2020-08-21,20000,24900,1,3,2020,15,19,1.0
869,아이디피,kosdaq,2020-08-24,9800,13200,1,3,2020,16,20,1.0
870,피엔케이피부임상연구센타,kosdaq,2020-09-09,18300,28000,1,3,2020,17,21,1.0
871,카카오게임즈,kosdaq,2020-09-10,24000,48000,1,3,2020,18,22,1.0
872,이오플로우,kosdaq,2020-09-14,19000,21750,1,3,2020,19,23,1.0
873,압타머사이언스,kosdaq,2020-09-16,25000,28850,1,3,2020,20,24,1.0
874,핌스,kosdaq,2020-09-18,19000,21000,1,3,2020,21,25,1.0
875,비비씨,kosdaq,2020-09-21,30700,27650,-1,3,2020,20,26,1.0
876,박셀바이오,kosdaq,2020-09-22,30000,27000,-1,3,2020,19,27,1.0
877,비나텍,kosdaq,2020-09-23,33000,44000,1,3,2020,20,28,1.0
878,원방테크,kosdaq,2020-09-24,54300,48900,-1,3,2020,19,29,1.0
879,넥스틴,kosdaq,2020-10-08,75400,71100,-1,4,2020,-1,1,0.655
880,하이브(구.빅히트)(유가),kospi,2020-10-15,135000,270000,1,4,2020,0,2,0.655
881,피플바이오,kosdaq,2020-10-19,20000,18000,-1,4,2020,-1,3,0.655
882,미코바이오메드,kosdaq,2020-10-22,15000,16100,1,4,2020,0,4,0.655
883,바이브컴퍼니,kosdaq,2020-10-28,28000,40000,1,4,2020,1,5,0.655
884,센코,kosdaq,2020-10-29,13000,13350,1,4,2020,2,6,0.655
885,위드텍,kosdaq,2020-10-30,25000,37100,1,4,2020,3,7,0.655
886,소룩스,kosdaq,2020-11-06,10000,20000,1,4,2020,4,8,0.655
887,교촌에프앤비(유가),kospi,2020-11-12,12300,23850,1,4,2020,5,9,0.655
888,네패스아크,kosdaq,2020-11-17,26500,36200,1,4,2020,6,10,0.655
889,고바이오랩,kosdaq,2020-11-18,15000,30000,1,4,2020,7,11,0.655
890,에이플러스에셋어드바이저(유가),kospi,2020-11-20,7500,8100,1,4,2020,8,12,0.655
891,티앤엘,kosdaq,2020-11-20,36000,72000,1,4,2020,9,13,0.655
892,하나기술,kosdaq,2020-11-25,35000,70000,1,4,2020,10,14,0.655
893,제일전기공업,kosdaq,2020-11-26,17000,34000,1,4,2020,11,15,0.655
894,앱코,kosdaq,2020-12-02,24300,30150,1,4,2020,12,16,0.655
895,엔에프씨,kosdaq,2020-12-02,13400,20700,1,4,2020,13,17,0.655
896,포인트모바일,kosdaq,2020-12-03,15000,30000,1,4,2020,14,18,0.655
897,클리노믹스,kosdaq,2020-12-04,13900,18500,1,4,2020,15,19,0.655
898,명신산업(유가),kospi,2020-12-07,6500,13000,1,4,2020,16,20,0.655
899,퀀타매트릭스,kosdaq,2020-12-09,25500,25050,-1,4,2020,15,21,0.655
900,엔젠바이오,kosdaq,2020-12-10,14000,28000,1,4,2020,16,22,0.655
901,인바이오,kosdaq,2020-12-11,5800,11600,1,4,2020,17,23,0.655
902,티엘비,kosdaq,2020-12-14,38000,75900,1,4,2020,18,24,0.655
903,에프앤가이드,kosdaq,2020-12-17,7000,14000,1,4,2020,19,25,0.655
904,알체라,kosdaq,2020-12-21,10000,20000,1,4,2020,20,26,0.655
905,프리시젼바이오,kosdaq,2020-12-22,12500,25000,1,4,2020,21,27,0.655
906,석경에이티,kosdaq,2020-12-23,10000,20000,1,4,2020,22,28,0.655
907,지놈앤컴퍼니,kosdaq,2020-12-23,40000,80000,1,4,2020,23,29,0.655
908,엔비티,kosdaq,2021-01-21,19000,38000,1,1,2021,1,1,0.793
909,선진뷰티사이언스,kosdaq,2021-01-27,11500,23000,1,1,2021,2,2,0.793
910,모비릭스,kosdaq,2021-01-28,14000,28000,1,1,2021,3,3,0.793
911,씨앤투스성진,kosdaq,2021-01-28,32000,31700,-1,1,2021,2,4,0.793
912,핑거,kosdaq,2021-01-29,16000,32000,1,1,2021,3,5,0.793
913,솔루엠(유가),kospi,2021-02-02,17000,34000,1,1,2021,4,6,0.793
914,레인보우로보틱스,kosdaq,2021-02-03,10000,20000,1,1,2021,5,7,0.793
915,와이더플래닛,kosdaq,2021-02-03,16000,24900,1,1,2021,6,8,0.793
916,아이퀘스트,kosdaq,2021-02-05,11000,22000,1,1,2021,7,9,0.793
917,프레스티지바이오파마(유가),kospi,2021-02-05,32000,28800,-1,1,2021,6,10,0.793
918,피엔에이치테크,kosdaq,2021-02-16,18000,20500,1,1,2021,7,11,0.793
919,오로스테크놀로지,kosdaq,2021-02-24,21000,42000,1,1,2021,8,12,0.793
920,씨이랩,kosdaq,2021-02-24,35000,46600,1,1,2021,9,13,0.793
921,유일에너테크,kosdaq,2021-02-25,16000,32000,1,1,2021,10,14,0.793
922,뷰노,kosdaq,2021-02-26,21000,32900,1,1,2021,11,15,0.793
923,나노씨엠에스,kosdaq,2021-03-09,20000,33000,1,1,2021,12,16,0.793
924,싸이버원,kosdaq,2021-03-11,9500,18000,1,1,2021,13,17,0.793
925,프레스티지바이오로직스,kosdaq,2021-03-11,12400,12100,-1,1,2021,12,18,0.793
926,네오이뮨텍,kosdaq,2021-03-16,7500,15000,1,1,2021,13,19,0.793
927,바이오다인,kosdaq,2021-03-17,30000,40000,1,1,2021,14,20,0.793
928,SK바이오사이언스(유가),kospi,2021-03-18,65000,130000,1,1,2021,15,21,0.793
929,라이프시맨틱스,kosdaq,2021-03-23,12500,25000,1,1,2021,16,22,0.793
930,제노코,kosdaq,2021-03-24,36000,65000,1,1,2021,17,23,0.793
931,자이언트스텝,kosdaq,2021-03-24,11000,22000,1,1,2021,18,24,0.793
932,엔시스,kosdaq,2021-04-01,19000,38000,1,2,2021,1,1,0.75
933,이삭엔지니어링,kosdaq,2021-04-21,11500,23000,1,2,2021,2,2,0.75
934,해성티피씨,kosdaq,2021-04-21,13000,26000,1,2,2021,3,3,0.75
935,쿠콘,kosdaq,2021-04-28,45000,80000,1,2,2021,4,4,0.75
936,SK아이이테크놀로지(유가),kospi,2021-05-11,105000,210000,1,2,2021,5,5,0.75
937,에이치피오,kosdaq,2021-05-14,22200,20000,-1,2,2021,4,6,0.75
938,씨앤씨인터내셔널,kosdaq,2021-05-17,47500,47250,-1,2,2021,3,7,0.75
939,샘씨엔에스,kosdaq,2021-05-20,6500,6400,-1,2,2021,2,8,0.75
940,삼영에스앤씨,kosdaq,2021-05-21,11000,22000,1,2,2021,3,9,0.75
941,진시스템,kosdaq,2021-05-26,20000,19100,-1,2,2021,2,10,0.75
942,제주맥주,kosdaq,2021-05-26,3200,4780,1,2,2021,3,11,0.75
943,에이디엠코리아,kosdaq,2021-06-03,3800,7600,1,2,2021,4,12,0.75
944,엘비루셈,kosdaq,2021-06-11,14000,18000,1,2,2021,5,13,0.75
945,라온테크,kosdaq,2021-06-17,18000,20250,1,2,2021,6,14,0.75
946,이노뎁,kosdaq,2021-06-18,18000,22200,1,2,2021,7,15,0.75
947,아모센스,kosdaq,2021-06-25,12400,12250,-1,2,2021,6,16,0.75
948,오비고,kosdaq,2021-07-13,14300,19200,1,3,2021,1,1,0.375
949,에스디바이오센서(유가),kospi,2021-07-16,52000,57000,1,3,2021,2,2,0.375
950,큐라클,kosdaq,2021-07-22,25000,36500,1,3,2021,3,3,0.375
951,맥스트,kosdaq,2021-07-27,15000,30000,1,3,2021,4,4,0.375
952,에브리봇,kosdaq,2021-07-28,36700,33050,-1,3,2021,3,5,0.375
953,카카오뱅크(유가),kospi,2021-08-06,39000,53700,1,3,2021,4,6,0.375
954,에이치케이이노엔,kosdaq,2021-08-09,59000,68100,1,3,2021,5,7,0.375
955,크래프톤(유가),kospi,2021-08-10,498000,448500,-1,3,2021,4,8,0.375
956,원티드랩,kosdaq,2021-08-11,35000,70000,1,3,2021,5,9,0.375
957,플래티어,kosdaq,2021-08-12,11000,22000,1,3,2021,6,10,0.375
958,엠로,kosdaq,2021-08-13,22600,32700,1,3,2021,7,11,0.375
959,한컴라이프케어(유가),kospi,2021-08-17,13700,16050,1,3,2021,8,12,0.375
960,딥노이드,kosdaq,2021-08-17,42000,72000,1,3,2021,9,13,0.375
961,롯데렌탈(유가),kospi,2021-08-19,59000,57500,-1,3,2021,8,14,0.375
962,브레인즈컴퍼니,kosdaq,2021-08-19,25000,50000,1,3,2021,9,15,0.375
963,아주스틸(유가),kospi,2021-08-20,15100,30200,1,3,2021,10,16,0.375
964,바이젠셀,kosdaq,2021-08-25,52700,73500,1,3,2021,11,17,0.375
965,일진하이솔루스(유가),kospi,2021-09-01,34300,68600,1,3,2021,12,18,0.375
966,에이비온,kosdaq,2021-09-08,17000,16800,-1,3,2021,11,19,0.375
967,와이엠텍,kosdaq,2021-09-10,28000,56000,1,3,2021,12,20,0.375
968,현대중공업(유가),kospi,2021-09-17,60000,111000,1,3,2021,13,21,0.375
969,바이오플러스,kosdaq,2021-09-27,31500,39500,1,3,2021,14,22,0.375
970,프롬바이오,kosdaq,2021-09-28,18000,19250,1,3,2021,15,23,0.375
971,실리콘투,kosdaq,2021-09-29,27200,38500,1,3,2021,16,24,0.375
972,에스앤디,kosdaq,2021-09-29,28000,25200,-1,3,2021,15,25,0.375
973,아스플로,kosdaq,2021-10-07,25000,36000,1,4,2021,1,1,0.6
974,원준,kosdaq,2021-10-07,65000,102000,1,4,2021,2,2,0.6
975,씨유테크,kosdaq,2021-10-08,6000,12000,1,4,2021,3,3,0.6
976,케이카(유가),kospi,2021-10-13,25000,22500,-1,4,2021,2,4,0.6
977,지아이텍,kosdaq,2021-10-21,14000,28000,1,4,2021,3,5,0.6
978,차백신연구소,kosdaq,2021-10-22,11000,11700,1,4,2021,4,6,0.6
979,아이패밀리에스씨,kosdaq,2021-10-28,25000,28650,1,4,2021,5,7,0.6
980,지앤비에스엔지니어링,kosdaq,2021-10-29,17400,24000,1,4,2021,6,8,0.6
981,리파인,kosdaq,2021-10-29,21000,18900,-1,4,2021,5,9,0.6
982,엔켐,kosdaq,2021-11-01,42000,81600,1,4,2021,6,10,0.6
983,피코그램,kosdaq,2021-11-03,12500,25000,1,4,2021,7,11,0.6
984,카카오페이(유가),kospi,2021-11-03,90000,180000,1,4,2021,8,12,0.6
985,지니너스,kosdaq,2021-11-08,20000,18000,-1,4,2021,7,13,0.6
986,디어유,kosdaq,2021-11-10,26000,52000,1,4,2021,8,14,0.6
987,비트나인,kosdaq,2021-11-10,11000,15250,1,4,2021,9,15,0.6
988,아이티아이즈,kosdaq,2021-11-11,14300,28600,1,4,2021,10,16,0.6
989,지오엘리먼트,kosdaq,2021-11-11,10000,20000,1,4,2021,11,17,0.6
990,트윔,kosdaq,2021-11-17,22000,44000,1,4,2021,12,18,0.6
991,바이옵트로,kosdaq,2021-11-18,7500,7300,-1,4,2021,11,19,0.6
992,알비더블유,kosdaq,2021-11-22,21400,42800,1,4,2021,12,20,0.6
993,마인즈랩,kosdaq,2021-11-23,30000,29650,-1,4,2021,11,21,0.6
994,툴젠,kosdaq,2021-12-10,70000,82300,1,4,2021,12,22,0.6
995,케이티비네트워크,kosdaq,2021-12-16,5800,6030,1,4,2021,13,23,0.6
996,래몽래인,kosdaq,2021-12-30,15000,26000,1,4,2021,14,24,0.6
997,오토앤,kosdaq,2022-01-20,5300,8800,1,1,2022,1,1,0.583
998,케이옥션,kosdaq,2022-01-24,20000,40000,1,1,2022,2,2,0.583
999,애드바이오텍,kosdaq,2022-01-24,7000,6730,-1,1,2022,1,3,0.583
1000,LG에너지솔루션(유가),kospi,2022-01-27,300000,597000,1,1,2022,2,4,0.583
1001,이지트로닉스,kosdaq,2022-02-04,22000,23450,1,1,2022,3,5,0.583
1002,스코넥,kosdaq,2022-02-04,13000,26000,1,1,2022,4,6,0.583
1003,아셈스,kosdaq,2022-02-07,8000,16000,1,1,2022,5,7,0.583
1004,나래나노텍,kosdaq,2022-02-08,17500,15750,-1,1,2022,4,8,0.583
1005,인카금융서비스,kosdaq,2022-02-16,18000,17250,-1,1,2022,3,9,0.583
1006,바이오에프디엔씨,kosdaq,2022-02-21,28000,25200,-1,1,2022,2,10,0.583
1007,퓨런티어,kosdaq,2022-02-23,15000,30000,1,1,2022,3,11,0.583
1008,브이씨,kosdaq,2022-02-24,15000,17400,1,1,2022,4,12,0.583
1009,스톤브릿지벤처스,kosdaq,2022-02-25,8000,7200,-1,1,2022,3,13,0.583
1010,풍원정밀,kosdaq,2022-02-28,15200,20200,1,1,2022,4,14,0.583
1011,비씨엔씨,kosdaq,2022-03-03,13000,26000,1,1,2022,5,15,0.583
1012,노을,kosdaq,2022-03-03,10000,9670,-1,1,2022,4,16,0.583
1013,모아데이타,kosdaq,2022-03-10,20000,18000,-1,1,2022,3,17,0.583
1014,유일로보틱스,kosdaq,2022-03-18,10000,20000,1,1,2022,4,18,0.583
1015,공구우먼,kosdaq,2022-03-23,20000,21600,1,1,2022,5,19,0.583
1016,세아메카닉스,kosdaq,2022-03-24,4400,8800,1,1,2022,6,20,0.583
1017,지투파워,kosdaq,2022-04-01,16400,32800,1,2,2022,1,1,0.3
1018,포바이포,kosdaq,2022-04-28,17000,34000,1,2,2022,2,2,0.3
1019,대명에너지,kosdaq,2022-05-16,15000,15450,1,2,2022,3,3,0.3
1020,가온칩스,kosdaq,2022-05-20,14000,24150,1,2,2022,4,4,0.3
1021,청담글로벌,kosdaq,2022-06-03,6000,6500,1,2,2022,5,5,0.3
1022,범한퓨얼셀,kosdaq,2022-06-17,40000,41000,1,2,2022,6,6,0.3
1023,비플라이소프트,kosdaq,2022-06-20,10000,10500,1,2,2022,7,7,0.3
1024,위니아에이드,kosdaq,2022-06-23,16200,14600,-1,2,2022,6,8,0.3
1025,레이저쎌,kosdaq,2022-06-24,16000,20600,1,2,2022,7,9,0.3
1026,보로노이,kosdaq,2022-06-24,40000,36000,-1,2,2022,6,10,0.3
1027,넥스트칩,kosdaq,2022-07-01,13000,17150,1,3,2022,1,1,0.6
1028,코난테크놀로지,kosdaq,2022-07-07,25000,35300,1,3,2022,2,2,0.6
1029,영창케미칼,kosdaq,2022-07-14,18600,18400,-1,3,2022,1,3,0.6
1030,에이치피에스피,kosdaq,2022-07-15,25000,50000,1,3,2022,2,4,0.6
1031,루닛,kosdaq,2022-07-21,30000,30800,1,3,2022,3,5,0.6
1032,에이프릴바이오,kosdaq,2022-07-28,16000,19500,1,3,2022,4,6,0.6
1033,성일하이텍,kosdaq,2022-07-28,50000,99900,1,3,2022,5,7,0.6
1034,아이씨에이치,kosdaq,2022-07-29,34000,30600,-1,3,2022,4,8,0.6
1035,수산인더스트리(유가),kospi,2022-08-01,35000,33000,-1,3,2022,3,9,0.6
