,검색량,기업명,날짜
0,100.0,라닉스,2019-09-06
1,28.91891,라닉스,2019-09-07
0,100.0,한독크린텍,2019-08-28
1,47.38955,한독크린텍,2019-08-29
0,100.0,네오크레마,2019-08-13
1,49.7902,네오크레마,2019-08-14
0,100.0,나노브릭,2019-08-08
1,57.9171,나노브릭,2019-08-09
0,100.0,에스피시스템스,2019-08-06
1,34.26829,에스피시스템스,2019-08-07
0,100.0,레이,2019-07-30
1,88.8267,레이,2019-07-31
0,100.0,코윈테크,2019-07-26
1,22.69991,코윈테크,2019-07-27
0,100.0,그린플러스,2019-07-26
1,19.05697,그린플러스,2019-07-27
0,100.0,세경하이테크,2019-07-23
1,55.34177,세경하이테크,2019-07-24
0,100.0,덕산테코피아,2019-07-24
1,55.88536,덕산테코피아,2019-07-25
0,100.0,한국바이오젠,2019-07-24
1,60.66712,한국바이오젠,2019-07-25
0,100.0,슈프리마아이디,2019-07-24
1,42.66666,슈프리마아이디,2019-07-25
0,100.0,윌링스,2019-07-17
1,39.13857,윌링스,2019-07-18
0,87.34177,대모,2019-07-16
1,100.0,대모,2019-07-17
0,100.0,에이스토리,2019-07-10
1,30.77765,에이스토리,2019-07-11
0,100.0,플리토,2019-07-09
1,50.52585,플리토,2019-07-10
0,100.0,세틀뱅크,2019-07-05
1,26.65568,세틀뱅크,2019-07-06
0,100.0,아이스크림에듀,2019-07-02
1,45.89285,아이스크림에듀,2019-07-03
0,100.0,펌텍코리아,2019-06-26
1,58.78671,펌텍코리아,2019-06-27
0,100.0,에이에프더블류,2019-06-20
1,56.65051,에이에프더블류,2019-06-21
0,100.0,압타바이오,2019-06-04
1,79.6636,압타바이오,2019-06-05
0,100.0,까스텔바쟉,2019-05-31
1,18.39464,까스텔바쟉,2019-06-01
0,100.0,마이크로디지탈,2019-05-28
1,48.71679,마이크로디지탈,2019-05-29
0,100.0,컴퍼니케이파트너스,2019-05-14
1,51.5774,컴퍼니케이파트너스,2019-05-15
0,100.0,수젠텍,2019-05-16
1,64.64817,수젠텍,2019-05-17
0,100.0,에스앤케이,2019-04-24
1,33.29752,에스앤케이,2019-04-25
0,100.0,현대오토에버,2019-03-20
1,62.19377,현대오토에버,2019-03-21
0,100.0,아모그린텍,2019-03-20
1,58.21213,아모그린텍,2019-03-21
0,100.0,지노믹트리,2019-03-19
1,61.79173,지노믹트리,2019-03-20
0,100.0,이지케어텍,2019-03-13
1,63.68932,이지케어텍,2019-03-14
0,100.0,미래에셋벤처투자,2019-03-08
1,25.8111,미래에셋벤처투자,2019-03-09
0,100.0,드림텍,2019-03-05
1,50.69873,드림텍,2019-03-06
0,100.0,에코프로비엠,2019-02-22
1,30.24152,에코프로비엠,2019-02-23
0,100.0,셀리드,2019-02-12
1,73.80425,셀리드,2019-02-13
0,100.0,천보,2019-01-29
1,64.28571,천보,2019-01-30
0,100.0,이노테라피,2019-01-24
1,37.58012,이노테라피,2019-01-25
0,100.0,노랑풍선,2019-01-22
1,88.55293,노랑풍선,2019-01-23
0,100.0,웹케시,2019-01-17
1,66.12301,웹케시,2019-01-18
0,100.0,에어부산,2018-12-19
1,83.83298,에어부산,2018-12-20
0,100.0,비피도,2018-12-18
1,48.35082,비피도,2018-12-19
0,100.0,유틸렉스,2018-12-14
1,27.13891,유틸렉스,2018-12-15
0,100.0,디케이티,2018-12-13
1,49.29225,디케이티,2018-12-14
0,100.0,에이비엘바이오,2018-12-12
1,70.11082,에이비엘바이오,2018-12-13
0,100.0,위지윅스튜디오,2018-12-13
1,50.52878,위지윅스튜디오,2018-12-14
0,100.0,머큐리,2018-12-06
1,82.26299,머큐리,2018-12-07
0,100.0,전진바이오팜,2018-12-05
1,52.32558,전진바이오팜,2018-12-06
0,100.0,이노메트리,2018-12-04
1,44.77611,이노메트리,2018-12-05
0,93.38028,뉴트리,2018-12-04
1,100.0,뉴트리,2018-12-05
0,100.0,대유에이피,2018-11-28
1,58.05658,대유에이피,2018-11-29
0,100.0,베스파,2018-11-22
1,55.37229,베스파,2018-11-23
0,100.0,윙입푸드,2018-11-22
1,57.64499,윙입푸드,2018-11-23
0,100.0,티로보틱스,2018-11-20
1,58.20895,티로보틱스,2018-11-21
0,100.0,에코캡,2018-11-20
1,63.21525,에코캡,2018-11-21
0,100.0,티앤알바이오팹,2018-11-16
1,10.11959,티앤알바이오팹,2018-11-17
0,100.0,엠아이텍,2018-11-20
1,48.65454,엠아이텍,2018-11-21
0,100.0,네오펙트,2018-11-20
1,47.06533,네오펙트,2018-11-21
0,100.0,남화산업,2018-11-16
1,20.93023,남화산업,2018-11-17
0,100.0,싸이토젠,2018-11-14
1,50.79855,싸이토젠,2018-11-15
0,100.0,아시아나IDT,2018-11-15
1,49.89122,아시아나IDT,2018-11-16
0,100.0,아주IB투자,2018-11-14
1,55.91216,아주IB투자,2018-11-15
0,100.0,디알젬,2018-11-13
1,42.47863,디알젬,2018-11-14
0,100.0,파멥신,2018-11-13
1,46.63937,파멥신,2018-11-14
0,100.0,디케이앤디,2018-11-08
1,23.27416,디케이앤디,2018-11-09
0,100.0,디자인,2018-11-08
1,72.05034,디자인,2018-11-09
0,100.0,노바렉스,2018-11-06
1,42.0763,노바렉스,2018-11-07
0,100.0,셀리버리,2018-10-30
1,45.50143,셀리버리,2018-10-31
0,100.0,대보마그네틱,2018-10-26
1,17.23259,대보마그네틱,2018-10-27
0,100.0,엘앤씨바이오,2018-10-24
1,45.59099,엘앤씨바이오,2018-10-25
0,100.0,노바텍,2018-10-24
1,32.3741,노바텍,2018-10-25
0,100.0,옵티팜,2018-10-17
1,53.12941,옵티팜,2018-10-18
0,100.0,로보티즈,2018-10-18
1,50.78821,로보티즈,2018-10-19
0,100.0,에스퓨얼셀,2018-10-02
1,34.35843,에스퓨얼셀,2018-10-03
0,100.0,크리스에프앤씨,2018-09-18
1,47.0909,크리스에프앤씨,2018-09-19
0,100.0,푸드나무,2018-09-19
1,40.89363,푸드나무,2018-09-20
0,100.0,나우아이비캐피탈,2018-09-18
1,38.10679,나우아이비캐피탈,2018-09-19
0,100.0,하나제약,2018-09-18
1,47.13665,하나제약,2018-09-19
0,92.1875,지티지웰니스,2018-09-13
1,100.0,지티지웰니스,2018-09-14
0,100.0,우진아이엔에스,2018-09-06
1,36.69885,우진아이엔에스,2018-09-07
0,100.0,명성티엔에스,2018-09-05
1,59.5898,명성티엔에스,2018-09-06
0,100.0,디지캡,2018-08-29
1,53.80952,디지캡,2018-08-30
0,100.0,액트로,2018-08-17
1,18.04949,액트로,2018-08-18
0,100.0,에이피티씨,2018-08-14
1,23.85406,에이피티씨,2018-08-15
0,100.0,오파스넷,2018-08-14
1,23.47517,오파스넷,2018-08-15
0,100.0,바이오솔루션,2018-08-10
1,25.29002,바이오솔루션,2018-08-11
0,100.0,대유,2018-08-02
1,54.97427,대유,2018-08-03
0,100.0,에스에스알,2018-07-27
1,22.99578,에스에스알,2018-07-28
0,100.0,휴네시온,2018-07-26
1,40.71969,휴네시온,2018-07-27
0,100.0,디아이티,2018-07-26
1,17.47245,디아이티,2018-07-27
0,100.0,티웨이항공,2018-07-24
1,85.67918,티웨이항공,2018-07-25
0,100.0,롯데정보통신,2018-07-18
1,44.29319,롯데정보통신,2018-07-19
0,100.0,한국유니온제약,2018-07-18
1,47.91115,한국유니온제약,2018-07-19
0,100.0,엠코르셋,2018-07-13
1,22.29694,엠코르셋,2018-07-14
0,100.0,올릭스,2018-07-10
1,53.79746,올릭스,2018-07-11
0,100.0,아이큐어,2018-07-05
1,45.75459,아이큐어,2018-07-06
0,100.0,에스브이인베스트먼트,2018-06-28
1,45.85551,에스브이인베스트먼트,2018-06-29
0,100.0,이원다이애그노믹스,2018-06-19
1,54.69538,이원다이애그노믹스,2018-06-20
0,100.0,이리츠코크렙기업,2018-06-15
1,26.89655,이리츠코크렙기업,2018-06-16
0,100.0,파워넷,2018-05-30
1,43.92678,파워넷,2018-05-31
0,100.0,현대사료,2018-05-24
1,92.63502,현대사료,2018-05-25
0,100.0,세종메디칼,2018-05-21
1,28.02491,세종메디칼,2018-05-22
0,100.0,제노레이,2018-05-17
1,45.74669,제노레이,2018-05-18
0,100.0,제이티씨,2018-03-27
1,55.67685,제이티씨,2018-03-28
0,100.0,케어랩스,2018-03-20
1,58.89588,케어랩스,2018-03-21
0,100.0,애경산업,2018-03-14
1,66.15163,애경산업,2018-03-15
0,100.0,린드먼아시아인베스트먼트,2018-03-06
1,55.59701,린드먼아시아인베스트먼트,2018-03-07
0,100.0,에코마이스터,2018-03-06
1,50.35587,에코마이스터,2018-03-07
0,100.0,엔지켐생명과학,2018-02-09
1,21.23051,엔지켐생명과학,2018-02-10
0,100.0,오스테오닉,2018-02-09
1,20.625,오스테오닉,2018-02-10
0,100.0,동구바이오제약,2018-02-06
1,78.20452,동구바이오제약,2018-02-07
0,100.0,아시아종묘,2018-02-02
1,47.2693,아시아종묘,2018-02-03
0,100.0,알리코제약,2018-02-02
1,42.44359,알리코제약,2018-02-03
0,100.0,카페24,2018-01-31
1,82.49934,카페24,2018-02-01
0,100.0,링크제니시스,2018-01-26
1,23.7481,링크제니시스,2018-01-27
0,100.0,배럴,2018-01-23
1,79.03055,배럴,2018-01-24
0,100.0,에스지이,2018-01-19
1,31.60112,에스지이,2018-01-20
0,100.0,씨앤지하이테크,2018-01-17
1,43.84173,씨앤지하이테크,2018-01-18
0,100.0,시스웍,2017-12-15
1,29.67557,시스웍,2017-12-16
0,100.0,디바이스이엔지,2017-12-12
1,54.06301,디바이스이엔지,2017-12-13
0,100.0,진에어,2017-11-30
1,88.21927,진에어,2017-12-01
0,100.0,동양피스톤,2017-11-29
1,54.60776,동양피스톤,2017-11-30
0,100.0,메카로,2017-11-28
1,41.03885,메카로,2017-11-29
0,100.0,씨티케이코스메틱스,2017-11-28
1,31.11984,씨티케이코스메틱스,2017-11-29
0,100.0,에스트래픽,2017-11-24
1,35.48951,에스트래픽,2017-11-25
0,100.0,대원,2017-11-24
1,33.03464,대원,2017-11-25
0,100.0,체리부로,2017-11-23
1,51.33282,체리부로,2017-11-24
0,100.0,비즈니스온커뮤니케이션,2017-11-22
1,49.96801,비즈니스온커뮤니케이션,2017-11-23
0,100.0,삼양패키징,2017-11-21
1,46.55596,삼양패키징,2017-11-22
0,100.0,비디아이,2017-10-31
1,69.1906,비디아이,2017-11-01
0,100.0,테이팩스,2017-10-25
1,78.87179,테이팩스,2017-10-26
0,100.0,티슈진,2017-10-24
1,70.89062,티슈진,2017-10-25
0,100.0,영화테크,2017-10-18
1,66.68377,영화테크,2017-10-19
0,100.0,세원,2017-10-13
1,36.19302,세원,2017-10-14
0,100.0,상신전자,2017-09-27
1,43.19868,상신전자,2017-09-28
0,100.0,에스엔피월드,2017-09-20
1,41.92307,에스엔피월드,2017-09-21
0,100.0,야스,2017-09-22
1,36.88592,야스,2017-09-23
0,100.0,유티아이,2017-09-19
1,42.64957,유티아이,2017-09-20
0,100.0,신흥에스이씨,2017-09-19
1,67.09521,신흥에스이씨,2017-09-20
0,100.0,엠플러스,2017-09-12
1,61.60382,엠플러스,2017-09-13
0,100.0,선익시스템,2017-09-12
1,63.33922,선익시스템,2017-09-13
0,100.0,샘코,2017-09-08
1,23.78089,샘코,2017-09-09
0,100.0,앱클론,2017-09-08
1,28.33425,앱클론,2017-09-09
0,100.0,펄어비스,2017-09-06
1,81.86157,펄어비스,2017-09-07
0,100.0,케이피에스,2017-08-29
1,46.08501,케이피에스,2017-08-30
0,100.0,덕우전자,2017-08-18
1,29.40108,덕우전자,2017-08-19
0,100.0,이더블유케이,2017-08-10
1,58.49056,이더블유케이,2017-08-11
0,100.0,컬러레이,2017-08-01
1,57.09421,컬러레이,2017-08-02
0,100.0,알에스오토메이션,2017-08-01
1,50.25562,알에스오토메이션,2017-08-02
0,100.0,모트렉스,2017-07-28
1,21.51793,모트렉스,2017-07-29
0,100.0,디앤씨미디어,2017-07-25
1,49.58419,디앤씨미디어,2017-07-26
0,100.0,데이타솔루션,2017-07-25
1,48.54608,데이타솔루션,2017-07-26
0,100.0,지니언스,2017-07-25
1,80.06206,지니언스,2017-07-26
0,100.0,셀트리온헬스케어,2017-07-20
1,42.6802,셀트리온헬스케어,2017-07-21
0,100.0,이즈미디어,2017-07-18
1,45.88986,이즈미디어,2017-07-19
0,100.0,힘스,2017-07-12
1,57.36775,힘스,2017-07-13
0,100.0,아우딘퓨쳐스,2017-07-04
1,51.74353,아우딘퓨쳐스,2017-07-05
0,100.0,브이원텍,2017-07-04
1,43.05216,브이원텍,2017-07-05
0,100.0,제일홀딩스,2017-06-20
1,39.6429,제일홀딩스,2017-06-21
0,100.0,보라티알,2017-05-30
1,47.16031,보라티알,2017-05-31
0,100.0,삼양옵틱스,2017-05-24
1,52.84056,삼양옵틱스,2017-05-25
0,100.0,필옵틱스,2017-05-24
1,42.67092,필옵틱스,2017-05-25
0,100.0,하나머티리얼즈,2017-04-19
1,45.82278,하나머티리얼즈,2017-04-20
0,100.0,넷마블게임즈,2017-04-26
1,46.55499,넷마블게임즈,2017-04-27
0,100.0,와이엠티,2017-04-19
1,56.87622,와이엠티,2017-04-20
0,100.0,ING생명보험,2017-04-28
1,14.89841,ING생명보험,2017-04-29
0,100.0,이엘피,2017-03-29
1,46.94516,이엘피,2017-03-30
0,100.0,서진시스템,2017-03-17
1,32.3745,서진시스템,2017-03-18
0,100.0,코미코,2017-03-15
1,80.72312,코미코,2017-03-16
0,100.0,아스타,2017-03-10
1,36.77098,아스타,2017-03-11
0,100.0,덴티움,2017-03-07
1,51.92353,덴티움,2017-03-08
0,100.0,에스디생명공학,2017-02-21
1,13.43152,에스디생명공학,2017-02-22
0,100.0,모바일어플라이언스,2017-02-17
1,24.60212,모바일어플라이언스,2017-02-18
0,100.0,에프엔에스테크,2017-02-17
1,26.83134,에프엔에스테크,2017-02-18
0,100.0,신신제약,2017-02-17
1,27.74725,신신제약,2017-02-18
0,100.0,피씨엘,2017-02-14
1,51.78236,피씨엘,2017-02-15
0,100.0,호전실업,2017-01-20
1,21.46768,호전실업,2017-01-21
0,100.0,서플러스글로벌,2017-01-18
1,35.83655,서플러스글로벌,2017-01-19
0,100.0,유바이오로직스,2017-01-17
1,68.02867,유바이오로직스,2017-01-18
0,100.0,퓨전데이타,2016-12-13
1,38.20943,퓨전데이타,2016-12-14
0,100.0,디에스씨인베스트먼트,2016-12-09
1,14.67889,디에스씨인베스트먼트,2016-12-10
0,100.0,티에스인베스트먼트,2016-12-08
1,39.83572,티에스인베스트먼트,2016-12-09
0,100.0,마이크로프랜드,2016-12-02
1,25.40983,마이크로프랜드,2016-12-03
0,100.0,신라젠,2016-11-29
1,71.02675,신라젠,2016-11-30
0,100.0,애니젠,2016-11-29
1,41.76507,애니젠,2016-11-30
0,100.0,유니온커뮤니티,2016-11-29
1,68.44978,유니온커뮤니티,2016-11-30
0,100.0,퓨쳐켐,2016-11-24
1,33.98193,퓨쳐켐,2016-11-25
0,100.0,뉴파워프라즈마,2016-11-22
1,36.91737,뉴파워프라즈마,2016-11-23
0,100.0,신라젠,2016-11-29
1,71.02675,신라젠,2016-11-30
0,100.0,애니젠,2016-11-29
1,41.76507,애니젠,2016-11-30
0,100.0,유니온커뮤니티,2016-11-29
1,68.44978,유니온커뮤니티,2016-11-30
0,100.0,퓨쳐켐,2016-11-24
1,33.98193,퓨쳐켐,2016-11-25
0,100.0,뉴파워프라즈마,2016-11-22
1,36.91737,뉴파워프라즈마,2016-11-23
0,100.0,핸즈코퍼레이션,2016-11-23
1,46.81093,핸즈코퍼레이션,2016-11-24
0,100.0,오션브릿지,2016-11-22
1,39.34557,오션브릿지,2016-11-23
0,100.0,엘앤케이바이오,2016-11-22
1,40.88607,엘앤케이바이오,2016-11-23
0,100.0,에이치엔티일렉트로닉스,2016-11-18
1,14.60587,에이치엔티일렉트로닉스,2016-11-19
0,100.0,핸디소프트,2016-11-16
1,63.85911,핸디소프트,2016-11-17
0,30.1773,두산밥캣,2016-11-09
1,100.0,두산밥캣,2016-11-10
0,100.0,삼성바이오로직스,2016-11-03
1,40.00695,삼성바이오로직스,2016-11-04
0,100.0,클리오,2016-11-01
1,74.83268,클리오,2016-11-02
0,100.0,오가닉티코스메틱,2016-10-27
1,55.47119,오가닉티코스메틱,2016-10-28
0,100.0,로고스바이오시스템스,2016-10-27
1,45.38461,로고스바이오시스템스,2016-10-28
0,100.0,인크로스,2016-10-21
1,22.74406,인크로스,2016-10-22
0,100.0,에이치엘사이언스,2016-10-20
1,41.0933,에이치엘사이언스,2016-10-21
0,100.0,코스메카코리아,2016-10-19
1,33.09859,코스메카코리아,2016-10-20
0,100.0,제이더블유생명과학,2016-10-19
1,46.97609,제이더블유생명과학,2016-10-20
0,100.0,그레이트리치과기,2016-10-18
1,34.69557,그레이트리치과기,2016-10-19
0,100.0,금세기차륜,2016-10-11
1,32.98245,금세기차륜,2016-10-12
0,100.0,인텔리안테크놀로지스,2016-10-07
1,18.18678,인텔리안테크놀로지스,2016-10-08
0,100.0,에이치시티,2016-10-07
1,14.64019,에이치시티,2016-10-08
0,100.0,잉글우드랩,2016-10-05
1,48.56447,잉글우드랩,2016-10-06
0,100.0,앤디포스,2016-10-05
1,45.99562,앤디포스,2016-10-06
0,100.0,수산아이앤티,2016-09-30
1,20.36227,수산아이앤티,2016-10-01
0,100.0,미투온,2016-09-27
1,63.56877,미투온,2016-09-28
0,100.0,화승엔터프라이즈,2016-09-22
1,23.48824,화승엔터프라이즈,2016-09-23
0,100.0,엘에스전선아시아,2016-09-09
1,20.96153,엘에스전선아시아,2016-09-10
0,100.0,유니테크노,2016-09-06
1,36.04923,유니테크노,2016-09-07
0,100.0,자이글,2016-08-26
1,94.42389,자이글,2016-08-27
0,100.0,헝셩그룹,2016-08-09
1,60.33229,헝셩그룹,2016-08-10
0,100.0,에코마케팅,2016-07-27
1,64.12724,에코마케팅,2016-07-28
0,100.0,엔지스테크널러지,2016-07-20
1,42.11356,엔지스테크널러지,2016-07-21
0,100.0,두올,2016-07-20
1,57.12841,두올,2016-07-21
0,100.0,팍스넷,2016-07-20
1,98.47366,팍스넷,2016-07-21
0,100.0,우리손에프앤지,2016-07-19
1,50.97029,우리손에프앤지,2016-07-20
0,100.0,옵토팩,2016-07-12
1,45.35585,옵토팩,2016-07-13
0,100.0,장원테크,2016-07-08
1,23.93382,장원테크,2016-07-09
0,100.0,대유위니아,2016-07-05
1,50.10156,대유위니아,2016-07-06
0,100.0,한국자산신탁,2016-07-01
1,23.82346,한국자산신탁,2016-07-02
0,100.0,바이오리더스,2016-06-28
1,54.47807,바이오리더스,2016-06-29
0,100.0,피앤씨테크,2016-06-23
1,29.31034,피앤씨테크,2016-06-24
0,100.0,로스웰,2016-06-20
1,38.50398,로스웰,2016-06-21
0,100.0,해성디에스,2016-06-16
1,51.89411,해성디에스,2016-06-17
0,100.0,에스티팜,2016-06-16
1,51.00699,에스티팜,2016-06-17
0,100.0,녹십자랩셀,2016-06-16
1,63.19559,녹십자랩셀,2016-06-17
0,100.0,알엔투테크놀로지,2016-06-14
1,53.52664,알엔투테크놀로지,2016-06-15
0,100.0,용평리조트,2016-05-18
1,67.31054,용평리조트,2016-05-19
0,100.0,해태제과식품,2016-04-28
1,38.74458,해태제과식품,2016-04-29
0,100.0,레이언스,2016-03-31
1,39.14188,레이언스,2016-04-01
0,100.0,씨엠에스에듀,2016-03-30
1,27.78161,씨엠에스에듀,2016-03-31
0,100.0,동양파일,2016-03-29
1,49.62574,동양파일,2016-03-30
0,100.0,대림씨엔에스,2016-03-22
1,39.77615,대림씨엔에스,2016-03-23
0,100.0,팬젠,2016-03-03
1,56.04551,팬젠,2016-03-04
0,100.0,에이피위성통신,2016-02-24
1,37.91748,에이피위성통신,2016-02-25
0,100.0,큐리언트,2016-02-19
1,26.35212,큐리언트,2016-02-20
0,100.0,안트로젠,2016-02-02
1,68.90936,안트로젠,2016-02-03
0,100.0,제이에스코퍼레이션,2016-01-27
1,39.6648,제이에스코퍼레이션,2016-01-28
0,100.0,아이엠텍,2016-01-27
1,62.76729,아이엠텍,2016-01-28
0,100.0,차이나크리스탈신소재,2016-01-22
1,31.85378,차이나크리스탈신소재,2016-01-23
0,100.0,유니트론텍,2016-01-22
1,31.81818,유니트론텍,2016-01-23
0,100.0,한솔씨앤피,2016-01-20
1,51.9553,한솔씨앤피,2016-01-21
