,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,avail_for_circul,nasdaq_score,search_amt,Trend,score,market_cap
0,대성하이텍,1934.89,4.57,0,20220822,9000,-,,112579,7412,0.78,1136.4,20220804,20220810,7400,9000,33.45,0.008,0.024353056,0.6,0.537,1.20E+11
1,쏘카,56.07,0.17,1,20220822,28000,-,,261824,-67745,1,14.4,20220804,20220811,34000,45000,14.5,0.008,0.024353056,0.6,0.68,9.16E+11
2,에이치와이티씨,1480.78,6.08,0,20220809,15000,14700,-2,35745,7479,1,432.58,20220721,20220729,13000,15000,37.97,-0.001,0.024353056,0.6,0.35,1.51E+11
3,새빗켐,1670.9,37.7,0,20220804,35000,70000,100,33389,4423,0.84,1724.96,20220720,20220727,25000,30000,27.88,0.026,0.024353056,0.6,0.424,1.67E+11
4,수산인더스트리,130.37,18.94,1,20220801,35000,33000,-5.71,294111,53318,0.75,3.4,20220714,20220721,35000,43100,27.84,0.019,0.024353056,0.6,0.452,5.00E+11
5,아이씨에이치,57.28,12.47,0,20220729,34000,30600,-10,24167,2428,0.88,2.51,20220713,20220720,34000,44000,33.73,0.011,0.024353056,0.6,0.458,1.93E+11
6,성일하이텍,2269.68,38.66,0,20220728,50000,99900,99.8,65939,-2998,1,1207.1,20220711,20220719,40700,47500,29.79,0.041,0.024353056,0.6,0.385,5.95E+11
7,루닛,7.1,1.65,0,20220721,30000,30800,2.67,1430,-83739,1,8.99,20220707,20220713,44000,49000,49.07,0.016,0.024353056,0.6,0.357,3.15E+11
8,에이치피에스피,1511.36,42.54,0,20220715,25000,50000,100,61174,17658,1,1159.05,20220629,20220707,23000,25000,12.13,0,0.097,0.6,0.396,4.94E+11
9,영창케미칼,1616.27,5.92,0,20220714,18600,18400,-1.08,60760,2506,0.83,682.13,20220627,20220705,15000,18600,35.07,-0.002,-0.001,0.6,0.472,1.88E+11
10,코난테크놀로지,1482.6,7.07,0,20220707,25000,35300,41.2,14001,1488,1,1386.86,20220621,20220628,21000,25000,22.64,0.003,0.024353056,0.6,0.215,1.42E+11
11,넥스트칩,1623.41,11.58,0,20220701,13000,17150,31.92,10383,-13496,1,1727.38,20220616,20220622,9900,11600,34.47,-0.013,-0.113,0.6,0.576,2.26E+11
12,위니아에이드,955,1.39,0,20220623,16200,14600,-9.88,418527,24895,1,111.26,20220609,20220615,14200,16200,32.94,-0.001,-0.11,0.3,0.422,2.50E+11
13,레이저쎌,1442.95,12.43,0,20220624,16000,20600,28.75,3879,-7665,1,1845.11,20220609,20220615,12000,14000,42.42,0.016,-0.137,0.3,0.545,1.35E+11
14,범한퓨얼셀,751.39,10.75,0,20220617,40000,41000,2.5,31900,3457,1,710.37,20220602,20220609,32200,40000,34.01,-0.041,-0.058,0.3,0.554,3.51E+11
15,비플라이소프트,111.05,0.76,0,20220620,10000,10500,5,24386,-3424,0.9,26.86,20220602,20220610,16500,19000,65.36,0.014,0.11,0.3,0.66,65951450000
16,청담글로벌,24.79,16.47,0,20220603,6000,6500,8.33,70387,849,0.92,42.1,20220517,20220525,8400,9600,37.77,0.027,-0.043,0.3,0.267,1.28E+11
17,가온칩스,1847.12,14.7,0,20220520,14000,24150,72.5,17098,1852,1,2183.29,20220502,20220512,11000,13000,26.73,-0.003,-0.134,0.3,0.34,1.61E+11
18,대명에너지,254.74,1.18,0,20220516,15000,15450,3,159386,8132,0.8,151.58,20220427,20220504,15000,18000,14.51,0.038,0.269,0.3,0.446,2.55E+11
19,포바이포,1846.32,55.52,0,20220428,17000,34000,100,13993,1354,0.9,3763.37,20220414,20220420,11000,14000,13.43,0,-0.01,0.3,0.358,1.74E+11
20,지투파워,1729.63,11.16,0,20220401,16400,32800,100,29135,2162,0.83,2029.37,20220317,20220323,13500,16400,24.95,-0.015,0.091,0.3,0.525,60464094000
21,세아메카닉스,1812.83,6.73,0,20220324,4400,8800,100,82695,4254,0.67,2475.87,20220310,20220316,3500,4000,27.52,-0.013,0.02,0.583,0.393,1.17E+11
22,공구우먼,56.9,2.65,0,20220323,20000,21600,8,32683,4346,1,7.53,20220307,20220315,26000,31000,34.9,0.02,-0.013,0.583,0.5,79139220000
23,유일로보틱스,1756.45,15.92,0,20220318,10000,20000,100,27952,2505,1,2535.3,20220224,20220308,7600,9200,24.68,0.013,0.504,0.583,0.78,85808460000
24,모아데이타,114.19,0.87,0,20220310,20000,18000,-10,13785,2093,1,23.39,20220221,20220228,24000,28000,43.08,0.036,-0.062,0.583,0.765,1.08E+11
25,비씨엔씨,1831.23,22.84,0,20220303,13000,26000,100,47343,2011,1,2686.22,20220216,20220222,9000,11500,20.93,0.016,0.037,0.583,0.527,1.61E+11
26,브이씨,190.59,19.93,0,20220224,15000,17400,16,35364,4513,1,46.41,20220210,20220216,15000,19500,38.48,-0.026,-0.132,0.583,0.525,1.05E+11
27,풍원정밀,1556.53,11,0,20220228,15200,20200,32.89,37117,592,1,2235.98,20220210,20220218,13200,15200,17.8,0.016,0.024353056,0.583,0.554,3.20E+11
28,퓨런티어,1535.42,11.08,0,20220223,15000,30000,100,15082,-2180,1,2683,20220207,20220215,11400,13700,22.84,-0.012,0.284,0.583,0.446,1.19E+11
29,바이오에프디엔씨,74.01,11.8,0,20220221,28000,25200,-10,8640,2461,1,4.74,20220124,20220210,23000,29000,36.22,-0.012,-0.149,0.583,0.4,2.45E+11
30,인카금융서비스,13.69,4.19,0,20220216,18000,17250,-4.17,301025,11288,0.68,25.29,20220124,20220208,23000,27000,42.93,0.025,-0.172,0.583,0.297,92483640000
31,나래나노텍,102,0.97,0,20220208,17500,15750,-10,82805,2273,0.77,24.36,20220117,20220125,17500,20500,53.64,-0.006,-0.114,0.583,0.465,1.94E+11
32,아셈스,1618.26,7.71,0,20220207,8000,16000,100,34049,1052,1,2435.07,20220117,20220125,7000,8000,38.76,0.016,-0.071,0.583,0.413,88152848000
33,스코넥,1724.66,59.95,0,20220204,13000,26000,100,4558,-8971,1,1751.25,20220113,20220121,9000,12000,27.81,-0.037,0.194,0.583,0.364,1.64E+11
34,이지트로닉스,1343.51,2.94,0,20220204,22000,23450,6.59,15349,3552,1,887.4,20220113,20220121,19000,22000,44.28,-0.037,0.609,0.583,0.429,1.75E+11
35,LG에너지솔루션,2023.37,77.38,1,20220127,300000,597000,99,1461068,-451771,0.8,69.34,20220111,20220119,257000,300000,6.8,0,0.024353056,0.583,0.412,7.02E+13
36,케이옥션,1638.36,36.8,0,20220124,20000,40000,100,24192,-2088,0.8,1408.33,20220106,20220113,17000,20000,17.81,-0.027,0.065,0.583,0.465,1.78E+11
37,오토앤,1713,8.34,0,20220120,5300,8800,66.04,49437,3444,1,2395.63,20220105,20220112,4200,4800,28.24,-0.011,0,0.583,0.267,68240521000
38,래몽래인,1545.68,17.75,0,20211230,15000,26000,73.33,34650,3153,1,2054.63,20211215,20211221,11500,13000,44.28,-0.001,-0.037,0.6,0.273,93727785000
39,케이티비네트워크,50.19,6.94,0,20211216,5800,6030,3.97,66974,35765,1,327.26,20211129,20211207,5800,7200,18.96,0.022,-0.177,0.6,0.24,5.80E+11
40,툴젠,29.54,0.1,0,20211210,70000,82300,17.57,713,-14882,1,164.13,20211125,20211203,100000,120000,57.65,-0.017,0.301,0.6,0.433,5.49E+11
41,마인즈랩,197.55,19.74,0,20211123,30000,29650,-1.17,11292,-20386,1,89.9,20211108,20211112,26000,30000,43.47,-0.013,0.015,0.6,0.207,1.52E+11
42,알비더블유,1719.61,15.98,0,20211122,21400,42800,100,37277,3719,0.62,3706.79,20211105,20211112,18700,21400,30.47,0.004,-0.104,0.6,0.2,1.70E+11
43,바이옵트로,205.12,0.98,0,20211118,7500,7300,-2.67,16115,2235,1,68.11,20211103,20211110,7500,8500,60.89,-0.003,-0.185,0.6,0.465,61078995000
44,트윔,1627.34,9.2,0,20211117,22000,44000,100,18260,2916,1,2266.84,20211102,20211109,17800,20400,30.31,0.008,-0.017,0.6,0.196,1.60E+11
45,지오엘리먼트,1613.84,15.23,0,20211111,10000,20000,100,13180,2457,1,1537.44,20211028,20211103,7600,8700,21.52,-0.017,0.143,0.6,0.255,61934100000
46,비트나인,1662.29,5.96,0,20211110,11000,15250,38.64,11576,-10226,1,589.64,20211025,20211102,8700,9700,41.01,-0.006,-0.147,0.6,0.304,1.14E+11
47,디어유,2001.11,37.46,0,20211110,26000,52000,100,13048,-2250,1,1598.15,20211025,20211102,18000,24000,20.19,-0.006,0.06,0.6,0.314,5.72E+11
48,아이티아이즈,1601.14,9.11,0,20211111,14300,28600,100,51314,3015,0.93,633.61,20211025,20211102,12500,14300,22.29,-0.017,-0.076,0.6,0.286,85470957000
49,지니너스,66.03,0.1,0,20211108,20000,18000,-10,3794,-9152,1,162.5,20211021,20211028,24700,32200,31.73,0.002,0.106,0.6,0.3,2.17E+11
50,카카오페이,1714.47,70.44,1,20211103,90000,180000,100,284371,-25051,1,29.6,20211020,20211026,60000,90000,33.85,0.003,0.024353056,0.6,0.162,1.17E+13
51,피코그램,1472.19,12.96,0,20211103,12500,25000,100,24273,1957,1,1520.35,20211019,20211026,11000,12500,30.94,0.003,0.105,0.6,0.44,38269725000
52,엔켐,1647.4,64.45,0,20211101,42000,81600,94.29,138888,501,1,1275.69,20211015,20211022,30000,35000,33.11,0.003,-0.132,0.6,0.475,6.35E+11
53,리파인,64.19,3.22,0,20211029,21000,18900,-10,54164,16067,1,5.95,20211014,20211021,21000,24000,45.86,0.014,-0.099,0.6,0.381,3.65E+11
54,지앤비에스엔지니어링,1134.34,4.37,0,20211029,17400,24000,37.93,42392,4554,1,1479.87,20211014,20211020,14300,17400,48.81,0.014,-0.169,0.6,0.348,1.25E+11
55,차백신연구소,206.23,1.93,0,20211022,11000,11700,6.36,78,-6240,1,42.16,20211005,20211013,11000,15000,42.07,0.006,-0.027,0.6,0.394,2.91E+11
56,지아이텍,2068.17,25.28,0,20211021,14000,28000,100,17189,4165,0.74,2968.35,20211005,20211013,11500,13100,25.2,0,0.03,0.6,0.156,1.10E+11
57,씨유테크,1565.03,22.76,0,20211008,6000,12000,100,221698,10598,0.67,1408.69,20210923,20210929,5100,5600,24.66,0.01,0,0.6,0.319,1.06E+11
58,아스플로,2142.7,12.1,0,20211007,25000,36000,44,44784,6964,1,2818.08,20210916,20210928,19000,22000,41.73,0.005,0.333,0.6,0.609,1.11E+11
59,원준,1464.1,44.3,0,20211007,65000,102000,56.92,64030,4412,1,1623.28,20210915,20210928,52000,60000,32.53,0.005,0.024353056,0.6,0.155,3.27E+11
60,실리콘투,1437.63,8.37,0,20210929,27200,38500,41.54,99398,5716,0.94,1701,20210909,20210915,23800,27200,26.41,-0.028,0.034,0.375,0.481,2.73E+11
61,프롬바이오,85.71,1.45,0,20210928,18000,19250,6.94,108045,-7813,0.82,48.24,20210909,20210915,21500,24500,42.33,-0.005,0,0.375,0.413,2.58E+11
62,바이오플러스,1220.2,7.8,0,20210927,31500,39500,25.4,24367,9703,1,1206.63,20210908,20210914,28500,31500,52.71,0,0.076,0.375,0.274,4.38E+11
63,에스앤디,173.11,0.01,0,20210929,28000,25200,-10,56537,7359,1,4.2,20210907,20210915,30000,32000,57.56,-0.028,-0.095,0.375,0.327,1.15E+11
64,현대중공업,1835.87,53.09,1,20210917,60000,111000,85,8310181,-431463,1,404.29,20210902,20210908,52000,60000,10.3,0.001,0.024353056,0.375,0.188,5.33E+12
65,와이엠텍,1696.19,31.59,0,20210910,28000,56000,100,17037,3866,1,2939.57,20210825,20210901,21000,25000,39.71,-0.003,-0.027,0.375,0.607,1.51E+11
66,에이비온,139.36,4.3,0,20210908,17000,16800,-1.18,1994,-10476,1,30.66,20210824,20210831,14500,17000,59.59,0.001,0.327,0.375,0.306,2.59E+11
67,일진하이솔루스,1471.01,61.52,1,20210901,34300,68600,100,113525,15579,0.67,654.5,20210819,20210825,25700,34300,13.85,0,0.024353056,0.375,0.642,1.25E+12
68,브레인즈컴퍼니,1428.8,8.92,0,20210819,25000,50000,100,14829,3734,0.67,1190.39,20210803,20210810,20000,22500,33.56,-0.009,-0.163,0.375,0.29,1.03E+11
69,롯데렌탈,217.63,14.65,1,20210819,59000,57500,-2.54,2100809,23307,0.5,65.81,20210803,20210810,47000,59000,28.32,-0.009,0.024353056,0.375,0.351,2.16E+12
70,딥노이드,1179.07,7.29,0,20210817,42000,72000,71.43,235,-8606,1,834.86,20210802,20210806,31500,42000,44.21,-0.002,0.334,0.375,0.138,1.94E+11
71,아주스틸,1776.9,16.33,1,20210820,15100,30200,100,569794,11709,0.58,1419.73,20210802,20210810,12700,15100,20.55,0.001,0.024353056,0.375,0.294,3.99E+11
72,플래티어,1631,18.29,0,20210812,11000,22000,100,39376,2685,1,2498.8,20210730,20210805,8500,10000,28.79,-0.002,-0.048,0.375,0.288,83266777000
73,엠로,685.6,6.97,0,20210813,22600,32700,44.69,40302,3389,1,250,20210729,20210805,20100,22600,55.55,0.003,-0.018,0.375,0.161,1.23E+11
74,한컴라이프케어,418.99,3.27,1,20210817,13700,16050,17.15,151842,27690,0.33,109.8,20210729,20210806,10700,13700,29.26,-0.002,0.024353056,0.375,0.213,3.79E+11
75,원티드랩,1503.91,10.98,0,20210811,35000,70000,100,14648,-9174,0.72,1731.23,20210726,20210803,28000,35000,24.75,-0.005,0.024353056,0.375,0.28,1.65E+11
76,에이치케이이노엔,1871.36,13.49,0,20210809,59000,68100,15.42,515289,67061,0.57,388.9,20210722,20210730,50000,59000,25.4,-0.004,-0.201,0.375,0.145,1.71E+12
77,카카오뱅크,1732.83,45.28,1,20210806,39000,53700,37.69,804157,113636,1,181.1,20210720,20210727,33000,39000,23.58,0.008,0.024353056,0.375,0.288,1.85E+13
78,크래프톤,243.15,22.05,1,20210810,498000,448500,-9.94,1670427,556267,0.65,7.79,20210714,20210803,400000,498000,39.32,0.002,0.024353056,0.375,0.375,2.44E+13
79,에브리봇,576.74,0.67,0,20210728,36700,33050,-9.95,49165,-902,0.75,159.42,20210713,20210720,32600,36700,34.63,-0.012,-0.008,0.375,0.34,2.24E+11
80,맥스트,1587.01,39.13,0,20210727,15000,30000,100,1983,-8921,1,6762.75,20210712,20210719,11000,13000,29.77,0,0.272,0.375,0.421,1.28E+11
81,에스디바이오센서,1143.76,12.45,1,20210716,52000,57000,9.62,73728,1399,0.58,274.02,20210705,20210709,45000,52000,30.56,-0.007,0.024353056,0.375,0.55,5.28E+12
82,오비고,1123.74,7.68,0,20210713,14300,19200,34.27,10229,-5332,1,1485.15,20210628,20210702,12400,14300,49.45,0.002,0.168,0.375,0.372,1.58E+11
83,아모센스,116.79,2.57,0,20210625,12400,12250,-1.21,62028,-1196,0.8,26.55,20210610,20210616,12400,15200,32.06,0.007,0.126,0.75,0.277,1.39E+11
84,이노뎁,1573.93,6.05,0,20210618,18000,22200,23.33,60760,1653,1,692.12,20210603,20210610,14000,18000,54.28,0.009,-0.089,0.75,0.373,1.25E+11
85,라온테크,1526.2,8.9,0,20210617,18000,20250,12.5,12632,-1432,1,779.1,20210531,20210608,12800,15800,54.24,-0.002,0.163,0.75,0.385,87930090000
86,엘비루셈,1419.23,4.48,0,20210611,14000,18000,28.57,209770,17105,0.67,824.51,20210526,20210603,12000,14000,15.71,0.008,-0.142,0.75,0.556,3.44E+11
87,에이디엠코리아,1515.98,12.35,0,20210603,3800,7600,100,10206,653,1,2345.4,20210517,20210526,2900,3300,19.96,0.001,-0.102,0.75,0.511,82977750000
88,제주맥주,1356.43,5.47,0,20210526,3200,4780,49.38,7317,-13955,1,1747.82,20210510,20210514,2600,2900,31.55,0,0.204,0.75,0.325,1.79E+11
89,삼영에스앤씨,1762.39,15.27,0,20210521,11000,22000,100,14489,633,1,2392.84,20210506,20210512,7800,10000,33.45,0.018,0.245,0.75,0.486,61128738000
90,진시스템,934.07,1.5,0,20210526,20000,19100,-4.5,1135,-4041,1,354.58,20210506,20210514,16000,20000,40.82,0,-0.229,0.75,0.3,1.36E+11
91,샘씨엔에스,1537.67,26.07,0,20210520,6500,6400,-1.54,20985,556,0.83,1104.29,20210503,20210511,5000,5700,22.17,0,-0.106,0.75,0.286,3.26E+11
92,씨앤씨인터내셔널,1029.14,5.28,0,20210517,47500,47250,-0.53,81598,6637,0.6,898,20210428,20210507,35000,47500,23.34,0.023,-0.194,0.75,0.39,2.81E+11
93,에이치피오,252.13,4.12,0,20210514,22200,20000,-9.91,58604,8761,0.75,95.01,20210427,20210504,22200,25400,25.91,0.007,0.721,0.75,0.3,4.43E+11
94,SK아이이테크놀로지,1882.88,63.2,1,20210511,105000,210000,100,263037,63684,1,288.17,20210422,20210429,78000,105000,13.57,-0.025,0.024353056,0.75,0.37,7.49E+12
95,쿠콘,1594.61,30.9,0,20210428,45000,80000,77.78,39526,8382,0.81,1596.32,20210413,20210420,31000,40000,40.98,-0.003,-0.067,0.75,0.302,3.73E+11
96,해성티피씨,1508.95,16.05,0,20210421,13000,26000,100,15327,-1518,1,2053.27,20210406,20210413,9500,11500,19,-0.009,0.451,0.75,0.196,60190000000
97,이삭엔지니어링,1427.15,20.73,0,20210421,11500,23000,100,32759,2679,1,2262.09,20210406,20210413,9500,11500,22.32,-0.009,-0.031,0.75,0.528,89734500000
98,엔시스,1467.73,21.73,0,20210401,19000,38000,100,31884,1912,0.71,2573.6,20210316,20210323,13000,16500,25.65,0.015,-0.069,0.75,0.306,1.98E+11
99,자이언트스텝,1691.65,24.42,0,20210324,11000,22000,100,12839,-4430,1,2342,20210309,20210316,9000,11000,28.46,-0.011,0.196,0.793,0.4,1.04E+11
100,제노코,1452.49,22.15,0,20210324,36000,65000,80.56,32927,2198,1,2095.45,20210309,20210316,27000,33000,34.72,-0.011,0.121,0.793,0.309,87917040000
101,라이프시맨틱스,1402.17,3.78,0,20210323,12500,25000,100,1162,-3963,1,1774.57,20210308,20210312,9000,12500,47.39,0.012,-0.048,0.793,0.368,1.22E+11
102,SK바이오사이언스,1275.47,59.92,1,20210318,65000,130000,100,183938,14677,0.67,335.36,20210304,20210310,49000,65000,15.68,0.004,0.024353056,0.793,0.238,4.97E+12
103,바이오다인,1364.85,8.8,0,20210317,30000,40000,33.33,4089,-2026,1,48.36,20210302,20210309,22500,28700,28.17,0.001,-0.072,0.793,0.222,1.85E+11
104,싸이버원,1303.1,9.7,0,20210311,9500,18000,89.47,22372,1903,0.44,1880.43,20210224,20210303,7600,8300,32.86,0,0.024353056,0.793,0.392,44087885000
105,프레스티지바이오로직스,369.91,6.5,0,20210311,12400,12100,-2.42,185,-22057,1,126.06,20210223,20210303,8700,12400,45.45,0,0.573,0.793,0.508,6.09E+11
106,나노씨엠에스,1295.75,6.65,0,20210309,20000,33000,65,3978,-1691,1,1243.48,20210222,20210226,14500,18500,40.16,-0.024,-0.031,0.793,0.531,84178400000
107,뷰노,1457.21,23.8,0,20210226,21000,32900,56.67,162,-5913,1,1102.7,20210208,20210217,15000,19500,35.52,-0.035,0.153,0.793,0.24,2.27E+11
108,씨이랩,1371.37,12.97,0,20210224,35000,46600,33.14,7089,62,1,195.53,20210208,20210216,23000,31000,40.65,-0.005,0.062,0.793,0.209,1.03E+11
109,오로스테크놀로지,1260,37.12,0,20210224,21000,42000,100,26901,7570,1,1033.82,20210208,20210216,17000,21000,14.3,-0.005,-0.098,0.793,0.243,1.96E+11
110,유일에너테크,1427.69,61.06,0,20210225,16000,32000,100,47015,8164,0.71,683.55,20210204,20210216,11000,14000,20.95,0.01,-0.021,0.793,0.485,1.69E+11
111,피엔에이치테크,1454.47,9.58,0,20210216,18000,20500,13.89,7127,-7627,0.73,1528.76,20210128,20210204,14000,17000,45.87,0.005,0.09,0.793,0.261,81288288000
112,아이퀘스트,1504.02,18.7,0,20210205,11000,22000,100,13153,3650,1,2853.34,20210120,20210128,9200,10600,24.17,0.012,-0.024,0.793,0.432,1.08E+11
113,와이더플래닛,1449.22,9.59,0,20210203,16000,24900,55.63,34760,-1452,1,1357.98,20210118,20210126,12000,15000,55.14,0.016,-0.178,0.793,0.333,1.08E+11
114,레인보우로보틱스,1489.9,19.9,0,20210203,10000,20000,100,1694,-5497,1,1201.26,20210118,20210126,7000,9000,33.51,0.016,0.137,0.793,0.527,1.61E+11
